ticker,,SPX Index,SPX Index,NDX Index,NDX Index
SPX Index,2020-05-29,24.6635,3044.31,,
SPX Index,2020-06-01,24.7482,3055.73,,
SPX Index,2020-06-02,24.9461,3080.82,,
SPX Index,2020-06-03,25.2819,3122.87,,
SPX Index,2020-06-04,25.2374,3112.35,,
SPX Index,2020-06-05,25.9319,3193.93,,
SPX Index,2020-06-08,26.2307,3232.39,,
SPX Index,2020-06-09,25.9963,3207.18,,
SPX Index,2020-06-10,25.8703,3190.14,,
SPX Index,2020-06-11,24.358,3002.1,,
SPX Index,2020-06-12,24.6728,3041.31,,
SPX Index,2020-06-15,24.8645,3066.59,,
SPX Index,2020-06-16,25.3379,3124.74,,
SPX Index,2020-06-17,25.2495,3113.49,,
SPX Index,2020-06-18,25.2645,3115.34,,
SPX Index,2020-06-19,25.1229,3097.74,,
SPX Index,2020-06-22,25.1118,3117.86,,
SPX Index,2020-06-23,25.2183,3131.29,,
SPX Index,2020-06-24,24.5632,3050.33,,
SPX Index,2020-06-25,24.8706,3083.76,,
SPX Index,2020-06-26,24.2951,3009.05,,
SPX Index,2020-06-29,24.6369,3053.24,,
SPX Index,2020-06-30,24.9943,3100.29,,
SPX Index,2020-07-01,25.1559,3115.86,,
SPX Index,2020-07-02,25.2554,3130.01,,
SPX Index,2020-07-03,25.2559,,,
SPX Index,2020-07-06,25.6682,3179.72,,
SPX Index,2020-07-07,25.408,3145.32,,
SPX Index,2020-07-08,25.6255,3169.94,,
SPX Index,2020-07-09,25.5183,3152.05,,
SPX Index,2020-07-10,25.8193,3185.04,,
SPX Index,2020-07-13,25.5753,3155.22,,
SPX Index,2020-07-14,25.968,3197.52,,
SPX Index,2020-07-15,26.2265,3226.56,,
SPX Index,2020-07-16,26.1183,3215.57,,
SPX Index,2020-07-17,26.184,3224.73,,
SPX Index,2020-07-20,26.3806,3251.84,,
SPX Index,2020-07-21,26.4256,3257.3,,
SPX Index,2020-07-22,26.4773,3276.02,,
SPX Index,2020-07-23,26.0948,3235.66,,
SPX Index,2020-07-24,25.9208,3215.63,,
SPX Index,2020-07-27,26.1105,3239.41,,
SPX Index,2020-07-28,25.8868,3218.44,,
SPX Index,2020-07-29,26.1073,3258.44,,
SPX Index,2020-07-30,25.8109,3246.22,,
SPX Index,2020-07-31,25.713,3271.12,,
SPX Index,2020-08-03,25.8718,3294.61,,
SPX Index,2020-08-04,25.9644,3306.51,,
SPX Index,2020-08-05,26.0959,3327.77,,
SPX Index,2020-08-06,26.2543,3349.16,,
SPX Index,2020-08-07,26.2919,3351.28,,
SPX Index,2020-08-10,26.3624,3360.47,,
SPX Index,2020-08-11,26.1668,3333.69,,
SPX Index,2020-08-12,26.5396,3380.35,,
SPX Index,2020-08-13,26.4818,3373.43,,
SPX Index,2020-08-14,26.4615,3372.85,,
SPX Index,2020-08-17,26.5367,3381.99,,
SPX Index,2020-08-18,26.5712,3389.78,,
SPX Index,2020-08-19,26.3946,3374.85,,
SPX Index,2020-08-20,26.4698,3385.51,,
SPX Index,2020-08-21,26.5395,3397.16,,
SPX Index,2020-08-24,26.8087,3431.28,,
SPX Index,2020-08-25,26.8397,3443.62,,
SPX Index,2020-08-26,27.1233,3478.73,,
SPX Index,2020-08-27,27.1644,3484.55,,
SPX Index,2020-08-28,27.3898,3508.01,,
SPX Index,2020-08-31,27.4023,3500.31,,
SPX Index,2020-09-01,27.5352,3526.65,,
SPX Index,2020-09-02,27.9565,3580.84,,
SPX Index,2020-09-03,27.0289,3455.06,,
SPX Index,2020-09-04,26.8042,3426.96,,
SPX Index,2020-09-07,26.8041,,,
SPX Index,2020-09-08,26.0665,3331.84,,
SPX Index,2020-09-09,26.5922,3398.96,,
SPX Index,2020-09-10,26.114,3339.19,,
SPX Index,2020-09-11,26.1054,3340.97,,
SPX Index,2020-09-14,26.4165,3383.54,,
SPX Index,2020-09-15,26.5485,3401.2,,
SPX Index,2020-09-16,26.4041,3385.49,,
SPX Index,2020-09-17,26.1761,3357.01,,
SPX Index,2020-09-18,25.8881,3319.47,,
SPX Index,2020-09-21,25.6359,3281.06,,
SPX Index,2020-09-22,25.8839,3315.57,,
SPX Index,2020-09-23,25.273,3236.92,,
SPX Index,2020-09-24,25.3241,3246.59,,
SPX Index,2020-09-25,25.7472,3298.46,,
SPX Index,2020-09-28,26.1588,3351.6,,
SPX Index,2020-09-29,26.0476,3335.47,,
SPX Index,2020-09-30,26.2444,3363.0,,
SPX Index,2020-10-01,26.359,3380.8,,
SPX Index,2020-10-02,26.1061,3348.44,,
SPX Index,2020-10-05,26.5625,3408.63,,
SPX Index,2020-10-06,26.1935,3360.95,,
SPX Index,2020-10-07,26.6418,3419.45,,
SPX Index,2020-10-08,26.8637,3446.83,,
SPX Index,2020-10-09,27.1004,3477.13,,
SPX Index,2020-10-12,27.5496,3534.22,,
SPX Index,2020-10-13,27.3408,3511.93,,
SPX Index,2020-10-14,27.0611,3488.67,,
SPX Index,2020-10-15,26.9939,3483.34,,
SPX Index,2020-10-16,26.9808,3483.81,,
SPX Index,2020-10-19,26.535,3426.92,,
SPX Index,2020-10-20,26.6401,3443.12,,
SPX Index,2020-10-21,26.5462,3435.56,,
SPX Index,2020-10-22,26.6276,3453.49,,
SPX Index,2020-10-23,26.7248,3465.39,,
SPX Index,2020-10-26,26.2701,3400.97,,
SPX Index,2020-10-27,26.059,3390.68,,
SPX Index,2020-10-28,25.0819,3271.03,,
SPX Index,2020-10-29,25.2575,3310.11,,
SPX Index,2020-10-30,24.8237,3269.96,,
SPX Index,2020-11-02,25.0798,3310.24,,
SPX Index,2020-11-03,25.4793,3369.16,,
SPX Index,2020-11-04,26.0244,3443.44,,
SPX Index,2020-11-05,26.4711,3510.45,,
SPX Index,2020-11-06,26.4289,3509.44,,
SPX Index,2020-11-09,26.712,3550.5,,
SPX Index,2020-11-10,26.67,3545.53,,
SPX Index,2020-11-11,26.8639,3572.66,,
SPX Index,2020-11-12,26.5926,3537.01,,
SPX Index,2020-11-13,26.958,3585.15,,
SPX Index,2020-11-16,27.2404,3626.91,,
SPX Index,2020-11-17,27.0689,3609.53,,
SPX Index,2020-11-18,26.6853,3567.79,,
SPX Index,2020-11-19,26.781,3581.87,,
SPX Index,2020-11-20,26.6073,3557.54,,
SPX Index,2020-11-23,26.751,3577.59,,
SPX Index,2020-11-24,27.1635,3635.41,,
SPX Index,2020-11-25,27.0808,3629.65,,
SPX Index,2020-11-26,27.0766,,,
SPX Index,2020-11-27,27.1431,3638.35,,
SPX Index,2020-11-30,27.0158,3621.63,,
SPX Index,2020-12-01,27.3252,3662.45,,
SPX Index,2020-12-02,27.3761,3669.01,,
SPX Index,2020-12-03,27.3515,3666.72,,
SPX Index,2020-12-04,27.5922,3699.12,,
SPX Index,2020-12-07,27.5426,3691.96,,
SPX Index,2020-12-08,27.6094,3702.25,,
SPX Index,2020-12-09,27.3849,3672.82,,
SPX Index,2020-12-10,27.3712,3668.1,,
SPX Index,2020-12-11,27.321,3663.46,,
SPX Index,2020-12-14,27.1977,3647.49,,
SPX Index,2020-12-15,27.5304,3694.62,,
SPX Index,2020-12-16,27.577,3701.17,,
SPX Index,2020-12-17,27.7238,3722.48,,
SPX Index,2020-12-18,27.6068,3709.41,,
SPX Index,2020-12-21,27.9296,3694.92,,
SPX Index,2020-12-22,27.8684,3687.26,,
SPX Index,2020-12-23,27.8899,3690.01,,
SPX Index,2020-12-24,27.9902,3703.06,,
SPX Index,2020-12-25,27.9902,,,
SPX Index,2020-12-28,28.2332,3735.36,,
SPX Index,2020-12-29,28.1709,3727.04,,
SPX Index,2020-12-30,28.2089,3732.04,,
SPX Index,2020-12-31,28.3917,3756.07,,
SPX Index,2021-01-01,28.3917,,,
SPX Index,2021-01-04,27.9579,3700.65,,
SPX Index,2021-01-05,28.1435,3726.86,,
SPX Index,2021-01-06,28.3085,3748.14,,
SPX Index,2021-01-07,28.7427,3803.79,,
SPX Index,2021-01-08,28.8734,3824.68,,
SPX Index,2021-01-11,28.6525,3799.61,,
SPX Index,2021-01-12,28.6513,3801.19,,
SPX Index,2021-01-13,28.7191,3809.84,,
SPX Index,2021-01-14,28.6257,3795.54,,
SPX Index,2021-01-15,28.2845,3768.25,,
SPX Index,2021-01-18,28.272,,,
SPX Index,2021-01-19,28.3767,3798.91,,
SPX Index,2021-01-20,28.7293,3851.85,,
SPX Index,2021-01-21,28.6463,3853.07,,
SPX Index,2021-01-22,28.5546,3841.47,,
SPX Index,2021-01-25,28.6592,3855.36,,
SPX Index,2021-01-26,28.6137,3849.62,,
SPX Index,2021-01-27,28.1106,3750.77,,
SPX Index,2021-01-28,28.3835,3787.38,,
SPX Index,2021-01-29,27.789,3714.24,,
SPX Index,2021-02-01,28.0686,3773.86,,
SPX Index,2021-02-02,29.4002,3826.31,,
SPX Index,2021-02-03,29.6204,3830.17,,
SPX Index,2021-02-04,30.4156,3871.74,,
SPX Index,2021-02-05,30.5421,3886.83,,
SPX Index,2021-02-08,30.7891,3915.59,,
SPX Index,2021-02-09,30.9831,3911.23,,
SPX Index,2021-02-10,30.9926,3909.88,,
SPX Index,2021-02-11,31.0944,3916.38,,
SPX Index,2021-02-12,31.2602,3934.83,,
SPX Index,2021-02-15,31.2612,,,
SPX Index,2021-02-16,31.312,3932.59,,
SPX Index,2021-02-17,31.2464,3931.33,,
SPX Index,2021-02-18,31.1219,3913.97,,
SPX Index,2021-02-19,30.9534,3906.71,,
SPX Index,2021-02-22,30.6869,3876.5,,
SPX Index,2021-02-23,22.363,3881.37,,
SPX Index,2021-02-24,22.6333,3925.43,,
SPX Index,2021-02-25,22.083,3829.34,,
SPX Index,2021-02-26,21.9566,3811.15,,
SPX Index,2021-03-01,22.4425,3901.82,,
SPX Index,2021-03-02,22.2543,3870.29,,
SPX Index,2021-03-03,21.9551,3819.72,,
SPX Index,2021-03-04,21.645,3768.47,,
SPX Index,2021-03-05,22.052,3841.94,,
SPX Index,2021-03-08,21.9159,3821.35,,
SPX Index,2021-03-09,22.22,3875.44,,
SPX Index,2021-03-10,22.3583,3898.81,,
SPX Index,2021-03-11,22.5654,3939.34,,
SPX Index,2021-03-12,22.5848,3943.34,,
SPX Index,2021-03-15,22.7061,3968.94,,
SPX Index,2021-03-16,22.6541,3962.71,,
SPX Index,2021-03-17,22.7117,3974.12,,
SPX Index,2021-03-18,22.3729,3915.46,,
SPX Index,2021-03-19,22.3422,3913.1,,
SPX Index,2021-03-22,22.5201,3940.59,,
SPX Index,2021-03-23,22.3478,3910.52,,
SPX Index,2021-03-24,22.2222,3889.14,,
SPX Index,2021-03-25,22.3329,3909.52,,
SPX Index,2021-03-26,22.7012,3974.54,,
SPX Index,2021-03-29,22.6816,3971.09,,
SPX Index,2021-03-30,22.5942,3958.55,,
SPX Index,2021-03-31,22.6279,3972.89,,
SPX Index,2021-04-01,22.8563,4019.87,,
SPX Index,2021-04-02,22.854,,,
SPX Index,2021-04-05,23.1564,4077.91,,
SPX Index,2021-04-06,23.1215,4073.94,,
SPX Index,2021-04-07,23.1351,4079.95,,
SPX Index,2021-04-08,23.2092,4097.17,,
SPX Index,2021-04-09,23.3796,4128.8,,
SPX Index,2021-04-12,23.3519,4127.99,,
SPX Index,2021-04-13,23.4227,4141.59,,
SPX Index,2021-04-14,23.2282,4124.66,,
SPX Index,2021-04-15,23.3558,4170.42,,
SPX Index,2021-04-16,23.3915,4185.47,,
SPX Index,2021-04-19,23.1754,4163.26,,
SPX Index,2021-04-20,23.0175,4134.94,,
SPX Index,2021-04-21,23.2229,4173.42,,
SPX Index,2021-04-22,22.9411,4134.98,,
SPX Index,2021-04-23,23.1648,4180.17,,
SPX Index,2021-04-26,23.1767,4187.62,,
SPX Index,2021-04-27,23.046,4186.72,,
SPX Index,2021-04-28,22.6741,4183.18,,
SPX Index,2021-04-29,22.7271,4211.47,,
SPX Index,2021-04-30,22.4819,4181.17,,
SPX Index,2021-05-03,22.4685,4192.66,,
SPX Index,2021-05-04,22.2673,4164.66,,
SPX Index,2021-05-05,22.2406,4167.59,,
SPX Index,2021-05-06,22.3893,4201.62,,
SPX Index,2021-05-07,22.5452,4232.6,,
SPX Index,2021-05-10,22.2867,4188.43,,
SPX Index,2021-05-11,22.0853,4152.1,,
SPX Index,2021-05-12,21.6122,4063.04,,
SPX Index,2021-05-13,21.8559,4112.5,,
SPX Index,2021-05-14,22.1808,4173.85,,
SPX Index,2021-05-17,22.0943,4163.29,,
SPX Index,2021-05-18,21.8802,4127.83,,
SPX Index,2021-05-19,21.7938,4115.68,,
SPX Index,2021-05-20,22.0113,4159.12,,
SPX Index,2021-05-21,21.9693,4155.86,,
SPX Index,2021-05-24,22.1772,4197.05,,
SPX Index,2021-05-25,22.1237,4188.13,,
SPX Index,2021-05-26,22.1555,4195.99,,
SPX Index,2021-05-27,22.167,4200.88,,
SPX Index,2021-05-28,22.1816,4204.11,,
SPX Index,2021-05-31,22.1757,,,
SPX Index,2021-06-01,22.1764,4202.04,,
SPX Index,2021-06-02,22.208,4208.12,,
SPX Index,2021-06-03,22.1383,4192.85,,
SPX Index,2021-06-04,22.3146,4229.89,,
SPX Index,2021-06-07,22.2904,4226.52,,
SPX Index,2021-06-08,22.2923,4227.26,,
SPX Index,2021-06-09,22.2449,4219.55,,
SPX Index,2021-06-10,22.3335,4239.18,,
SPX Index,2021-06-11,22.3751,4247.44,,
SPX Index,2021-06-14,22.4081,4255.15,,
SPX Index,2021-06-15,22.3558,4246.59,,
SPX Index,2021-06-16,22.2248,4223.7,,
SPX Index,2021-06-17,22.2081,4221.86,,
SPX Index,2021-06-18,21.9014,4166.45,,
SPX Index,2021-06-21,22.1708,4224.79,,
SPX Index,2021-06-22,22.267,4246.44,,
SPX Index,2021-06-23,22.2408,4241.84,,
SPX Index,2021-06-24,22.3581,4266.49,,
SPX Index,2021-06-25,22.4324,4280.7,,
SPX Index,2021-06-28,22.477,4290.61,,
SPX Index,2021-06-29,22.4823,4291.8,,
SPX Index,2021-06-30,22.495,4297.5,,
SPX Index,2021-07-01,22.599,4319.94,,
SPX Index,2021-07-02,22.7603,4352.34,,
SPX Index,2021-07-05,22.761,,,
SPX Index,2021-07-06,22.6943,4343.54,,
SPX Index,2021-07-07,22.7616,4358.13,,
SPX Index,2021-07-08,22.5597,4320.82,,
SPX Index,2021-07-09,22.8169,4369.55,,
SPX Index,2021-07-12,22.875,4384.63,,
SPX Index,2021-07-13,22.7383,4369.21,,
SPX Index,2021-07-14,22.6953,4374.3,,
SPX Index,2021-07-15,22.5653,4360.03,,
SPX Index,2021-07-16,22.3694,4327.16,,
SPX Index,2021-07-19,21.9946,4258.49,,
SPX Index,2021-07-20,22.3087,4323.06,,
SPX Index,2021-07-21,22.4216,4358.69,,
SPX Index,2021-07-22,22.3979,4367.48,,
SPX Index,2021-07-23,22.6126,4411.79,,
SPX Index,2021-07-26,22.6133,4422.3,,
SPX Index,2021-07-27,22.3134,4401.46,,
SPX Index,2021-07-28,22.1693,4400.64,,
SPX Index,2021-07-29,22.1688,4419.15,,
SPX Index,2021-07-30,22.0208,4395.26,,
SPX Index,2021-08-02,21.9262,4387.16,,
SPX Index,2021-08-03,22.0821,4423.15,,
SPX Index,2021-08-04,21.9624,4402.66,,
SPX Index,2021-08-05,22.0645,4429.1,,
SPX Index,2021-08-06,22.0839,4436.52,,
SPX Index,2021-08-09,22.0377,4432.35,,
SPX Index,2021-08-10,22.0489,4436.75,,
SPX Index,2021-08-11,22.0959,4447.7,,
SPX Index,2021-08-12,22.1518,4460.83,,
SPX Index,2021-08-13,22.1876,4468.0,,
SPX Index,2021-08-16,22.238,4479.71,,
SPX Index,2021-08-17,22.068,4448.08,,
SPX Index,2021-08-18,21.7951,4400.27,,
SPX Index,2021-08-19,21.8121,4405.8,,
SPX Index,2021-08-20,21.9831,4441.67,,
SPX Index,2021-08-23,22.1717,4479.53,,
SPX Index,2021-08-24,22.2066,4486.23,,
SPX Index,2021-08-25,22.2616,4496.19,,
SPX Index,2021-08-26,22.0244,4470.0,,
SPX Index,2021-08-27,22.2171,4509.37,,
SPX Index,2021-08-30,22.3324,4528.79,,
SPX Index,2021-08-31,22.3033,4522.68,,
SPX Index,2021-09-01,22.3114,4524.09,,
SPX Index,2021-09-02,22.3851,4536.95,,
SPX Index,2021-09-03,22.3761,4535.43,,
SPX Index,2021-09-06,22.376,,,
SPX Index,2021-09-07,22.296,4520.03,,
SPX Index,2021-09-08,22.2667,4514.07,,
SPX Index,2021-09-09,22.1665,4493.28,,
SPX Index,2021-09-10,22.0007,4458.58,,
SPX Index,2021-09-13,22.0702,4468.73,,
SPX Index,2021-09-14,22.0641,4443.05,,
SPX Index,2021-09-15,22.2477,4480.7,,
SPX Index,2021-09-16,22.2222,4473.75,,
SPX Index,2021-09-17,22.0222,4432.99,,
SPX Index,2021-09-20,21.6238,4357.73,,
SPX Index,2021-09-21,21.6146,4354.19,,
SPX Index,2021-09-22,21.823,4395.64,,
SPX Index,2021-09-23,22.0913,4448.98,,
SPX Index,2021-09-24,22.1346,4455.48,,
SPX Index,2021-09-27,22.0448,4443.11,,
SPX Index,2021-09-28,21.6018,4352.63,,
SPX Index,2021-09-29,21.6385,4359.46,,
SPX Index,2021-09-30,21.3719,4307.54,,
SPX Index,2021-10-01,21.6176,4357.04,,
SPX Index,2021-10-04,21.3379,4300.46,,
SPX Index,2021-10-05,21.5709,4345.72,,
SPX Index,2021-10-06,21.6539,4363.55,,
SPX Index,2021-10-07,21.8245,4399.76,,
SPX Index,2021-10-08,21.7853,4391.34,,
SPX Index,2021-10-11,21.6434,4361.19,,
SPX Index,2021-10-12,21.5913,4350.65,,
SPX Index,2021-10-13,21.6395,4363.8,,
SPX Index,2021-10-14,21.9661,4438.26,,
SPX Index,2021-10-15,22.0966,4471.37,,
SPX Index,2021-10-18,22.1352,4486.46,,
SPX Index,2021-10-19,22.2852,4519.63,,
SPX Index,2021-10-20,22.3654,4536.19,,
SPX Index,2021-10-21,22.396,4549.78,,
SPX Index,2021-10-22,22.3556,4544.9,,
SPX Index,2021-10-25,22.4606,4566.48,,
SPX Index,2021-10-26,22.4709,4574.79,,
SPX Index,2021-10-27,22.3422,4551.68,,
SPX Index,2021-10-28,22.547,4596.42,,
SPX Index,2021-10-29,22.6084,4605.38,,
SPX Index,2021-11-01,22.6243,4613.67,,
SPX Index,2021-11-02,22.6923,4630.65,,
SPX Index,2021-11-03,22.8256,4660.57,,
SPX Index,2021-11-04,22.9149,4680.06,,
SPX Index,2021-11-05,23.0001,4697.53,,
SPX Index,2021-11-08,23.0154,4701.7,,
SPX Index,2021-11-09,22.9394,4685.25,,
SPX Index,2021-11-10,22.7591,4646.71,,
SPX Index,2021-11-11,22.7758,4649.27,,
SPX Index,2021-11-12,22.9479,4682.85,,
SPX Index,2021-11-15,22.9437,4682.8,,
SPX Index,2021-11-16,23.0131,4700.9,,
SPX Index,2021-11-17,22.9573,4688.67,,
SPX Index,2021-11-18,23.0268,4704.54,,
SPX Index,2021-11-19,22.9902,4697.96,,
SPX Index,2021-11-22,22.9115,4682.94,,
SPX Index,2021-11-23,22.95,4690.7,,
SPX Index,2021-11-24,23.0049,4701.46,,
SPX Index,2021-11-25,23.0055,,,
SPX Index,2021-11-26,22.4842,4594.62,,
SPX Index,2021-11-29,22.7791,4655.27,,
SPX Index,2021-11-30,22.3526,4567.0,,
SPX Index,2021-12-01,22.0892,4513.04,,
SPX Index,2021-12-02,22.4032,4577.1,,
SPX Index,2021-12-03,22.2186,4538.43,,
SPX Index,2021-12-06,22.4758,4591.67,,
SPX Index,2021-12-07,22.9396,4686.75,,
SPX Index,2021-12-08,23.0046,4701.21,,
SPX Index,2021-12-09,22.8545,4667.45,,
SPX Index,2021-12-10,23.0707,4712.02,,
SPX Index,2021-12-13,22.8596,4668.97,,
SPX Index,2021-12-14,22.6922,4634.09,,
SPX Index,2021-12-15,23.0607,4709.85,,
SPX Index,2021-12-16,22.8585,4668.67,,
SPX Index,2021-12-17,22.6226,4620.64,,
SPX Index,2021-12-20,22.2963,4568.02,,
SPX Index,2021-12-21,22.6929,4649.23,,
SPX Index,2021-12-22,22.9241,4696.56,,
SPX Index,2021-12-23,23.0637,4725.79,,
SPX Index,2021-12-24,23.0637,,,
SPX Index,2021-12-27,23.3833,4791.19,,
SPX Index,2021-12-28,23.3611,4786.35,,
SPX Index,2021-12-29,23.395,4793.06,,
SPX Index,2021-12-30,23.3241,4778.73,,
SPX Index,2021-12-31,23.2614,4766.18,,
SPX Index,2022-01-03,23.4068,4796.56,,
SPX Index,2022-01-04,23.3906,4793.54,,
SPX Index,2022-01-05,22.9304,4700.58,,
SPX Index,2022-01-06,22.9063,4696.05,,
SPX Index,2022-01-07,22.8145,4677.03,,
SPX Index,2022-01-10,22.7828,4670.29,,
SPX Index,2022-01-11,22.9885,4713.07,,
SPX Index,2022-01-12,23.0393,4726.35,,
SPX Index,2022-01-13,22.7134,4659.03,,
SPX Index,2022-01-14,22.6988,4662.85,,
SPX Index,2022-01-17,22.6969,,,
SPX Index,2022-01-18,22.2724,4577.11,,
SPX Index,2022-01-19,22.041,4532.76,,
SPX Index,2022-01-20,21.8214,4482.73,,
SPX Index,2022-01-21,21.41,4397.94,,
SPX Index,2022-01-24,21.4837,4410.13,,
SPX Index,2022-01-25,21.2501,4356.45,,
SPX Index,2022-01-26,21.3105,4349.93,,
SPX Index,2022-01-27,21.1986,4326.51,,
SPX Index,2022-01-28,21.7012,4431.85,,
SPX Index,2022-01-31,22.1261,4515.55,,
SPX Index,2022-02-01,22.4503,4546.54,,
SPX Index,2022-02-02,22.7263,4589.38,,
SPX Index,2022-02-03,22.2527,4477.44,,
SPX Index,2022-02-04,22.5066,4500.53,,
SPX Index,2022-02-07,22.4613,4483.87,,
SPX Index,2022-02-08,22.6994,4521.54,,
SPX Index,2022-02-09,23.0568,4587.18,,
SPX Index,2022-02-10,22.6741,4504.08,,
SPX Index,2022-02-11,22.2315,4418.64,,
SPX Index,2022-02-14,22.1532,4401.67,,
SPX Index,2022-02-15,22.5463,4471.07,,
SPX Index,2022-02-16,22.5678,4475.01,,
SPX Index,2022-02-17,22.1219,4380.26,,
SPX Index,2022-02-18,19.4653,4348.87,,
SPX Index,2022-02-21,19.4679,,,
SPX Index,2022-02-22,19.2699,4304.76,,
SPX Index,2022-02-23,18.9162,4225.5,,
