ticker,,SPX Index,SPX Index,NDX Index,NDX Index
SPX Index,2022-02-24,19.2109,4288.7,,
SPX Index,2022-02-25,19.6519,4384.65,,
SPX Index,2022-02-28,19.5872,4373.94,,
SPX Index,2022-03-01,19.2716,4306.26,,
SPX Index,2022-03-02,19.6307,4386.54,,
SPX Index,2022-03-03,19.5031,4363.49,,
SPX Index,2022-03-04,19.3446,4328.87,,
SPX Index,2022-03-07,18.7523,4201.09,,
SPX Index,2022-03-08,18.6085,4170.7,,
SPX Index,2022-03-09,19.0769,4277.88,,
SPX Index,2022-03-10,18.9506,4259.52,,
SPX Index,2022-03-11,18.6698,4204.31,,
SPX Index,2022-03-14,18.5093,4173.11,,
SPX Index,2022-03-15,18.8933,4262.45,,
SPX Index,2022-03-16,19.3232,4357.86,,
SPX Index,2022-03-17,19.5562,4411.67,,
SPX Index,2022-03-18,19.7675,4463.12,,
SPX Index,2022-03-21,19.6947,4461.18,,
SPX Index,2022-03-22,19.9243,4511.61,,
SPX Index,2022-03-23,19.6609,4456.24,,
SPX Index,2022-03-24,19.9438,4520.16,,
SPX Index,2022-03-25,20.0371,4543.06,,
SPX Index,2022-03-28,20.167,4575.52,,
SPX Index,2022-03-29,20.4063,4631.6,,
SPX Index,2022-03-30,20.2832,4602.45,,
SPX Index,2022-03-31,19.9552,4530.41,,
SPX Index,2022-04-01,20.0231,4545.86,,
SPX Index,2022-04-04,20.1749,4582.64,,
SPX Index,2022-04-05,19.9234,4525.12,,
SPX Index,2022-04-06,19.7211,4481.15,,
SPX Index,2022-04-07,19.799,4500.21,,
SPX Index,2022-04-08,19.7461,4488.28,,
SPX Index,2022-04-11,19.435,4412.53,,
SPX Index,2022-04-12,19.3711,4397.45,,
SPX Index,2022-04-13,19.5748,4446.59,,
SPX Index,2022-04-14,19.3116,4392.59,,
SPX Index,2022-04-15,19.3074,,,
SPX Index,2022-04-18,19.2838,4391.69,,
SPX Index,2022-04-19,19.5999,4462.21,,
SPX Index,2022-04-20,19.5601,4459.45,,
SPX Index,2022-04-21,19.2339,4393.66,,
SPX Index,2022-04-22,18.6891,4271.78,,
SPX Index,2022-04-25,18.7943,4296.12,,
SPX Index,2022-04-26,18.2612,4175.2,,
SPX Index,2022-04-27,18.3112,4183.96,,
SPX Index,2022-04-28,18.8027,4287.5,,
SPX Index,2022-04-29,18.1773,4131.93,,
SPX Index,2022-05-02,18.2505,4155.38,,
SPX Index,2022-05-03,18.3399,4175.48,,
SPX Index,2022-05-04,18.8953,4300.17,,
SPX Index,2022-05-05,18.221,4146.87,,
SPX Index,2022-05-06,18.1144,4123.34,,
SPX Index,2022-05-09,17.515,3991.24,,
SPX Index,2022-05-10,17.5522,4001.05,,
SPX Index,2022-05-11,17.2683,3935.18,,
SPX Index,2022-05-12,17.257,3930.08,,
SPX Index,2022-05-13,17.6621,4023.89,,
SPX Index,2022-05-16,17.5845,4008.01,,
SPX Index,2022-05-17,17.9286,4088.85,,
SPX Index,2022-05-18,17.2252,3923.68,,
SPX Index,2022-05-19,17.1279,3900.79,,
SPX Index,2022-05-20,17.1332,3901.36,,
SPX Index,2022-05-23,17.4503,3973.75,,
SPX Index,2022-05-24,17.3013,3941.48,,
SPX Index,2022-05-25,17.467,3978.73,,
SPX Index,2022-05-26,17.8331,4057.84,,
SPX Index,2022-05-27,18.2739,4158.24,,
SPX Index,2022-05-30,18.2714,,,
SPX Index,2022-05-31,18.1477,4132.15,,
SPX Index,2022-06-01,18.012,4101.23,,
SPX Index,2022-06-02,18.3413,4176.82,,
SPX Index,2022-06-03,18.0382,4108.54,,
SPX Index,2022-06-06,18.0694,4121.43,,
SPX Index,2022-06-07,18.2303,4160.68,,
SPX Index,2022-06-08,18.0315,4115.77,,
SPX Index,2022-06-09,17.601,4017.82,,
SPX Index,2022-06-10,17.0866,3900.86,,
SPX Index,2022-06-13,16.4076,3749.63,,
SPX Index,2022-06-14,16.349,3735.48,,
SPX Index,2022-06-15,16.5869,3789.99,,
SPX Index,2022-06-16,16.0502,3666.77,,
SPX Index,2022-06-17,16.0916,3674.84,,
SPX Index,2022-06-20,16.0941,,,
SPX Index,2022-06-21,16.4245,3764.79,,
SPX Index,2022-06-22,16.4083,3759.89,,
SPX Index,2022-06-23,16.5843,3795.73,,
SPX Index,2022-06-24,17.1017,3911.74,,
SPX Index,2022-06-27,17.0581,3900.11,,
SPX Index,2022-06-28,16.7427,3821.55,,
SPX Index,2022-06-29,16.7377,3818.83,,
SPX Index,2022-06-30,16.61,3785.38,,
SPX Index,2022-07-01,16.7995,3825.33,,
SPX Index,2022-07-04,16.7944,,,
SPX Index,2022-07-05,16.8275,3831.39,,
SPX Index,2022-07-06,16.8773,3845.08,,
SPX Index,2022-07-07,17.1298,3902.62,,
SPX Index,2022-07-08,17.1219,3899.38,,
SPX Index,2022-07-11,16.9304,3854.43,,
SPX Index,2022-07-12,16.7981,3818.8,,
SPX Index,2022-07-13,16.7295,3801.78,,
SPX Index,2022-07-14,16.6962,3790.38,,
SPX Index,2022-07-15,17.0082,3863.16,,
SPX Index,2022-07-18,16.8609,3830.85,,
SPX Index,2022-07-19,17.3308,3936.69,,
SPX Index,2022-07-20,17.4419,3959.9,,
SPX Index,2022-07-21,17.6154,3998.95,,
SPX Index,2022-07-22,17.4552,3961.63,,
SPX Index,2022-07-25,17.5001,3966.84,,
SPX Index,2022-07-26,17.3209,3921.05,,
SPX Index,2022-07-27,17.8124,4023.61,,
SPX Index,2022-07-28,18.0893,4072.43,,
SPX Index,2022-07-29,18.3658,4130.29,,
SPX Index,2022-08-01,18.3068,4118.63,,
SPX Index,2022-08-02,18.1915,4091.19,,
SPX Index,2022-08-03,18.4784,4155.17,,
SPX Index,2022-08-04,18.4441,4151.94,,
SPX Index,2022-08-05,18.4291,4145.19,,
SPX Index,2022-08-08,18.4407,4140.06,,
SPX Index,2022-08-09,18.3892,4122.47,,
SPX Index,2022-08-10,18.7814,4210.24,,
SPX Index,2022-08-11,18.7758,4207.27,,
SPX Index,2022-08-12,19.1001,4280.15,,
SPX Index,2022-08-15,19.1783,4297.14,,
SPX Index,2022-08-16,19.2134,4305.2,,
SPX Index,2022-08-17,19.0826,4274.04,,
SPX Index,2022-08-18,19.1239,4283.74,,
SPX Index,2022-08-19,18.8657,4228.48,,
SPX Index,2022-08-22,18.4647,4137.99,,
SPX Index,2022-08-23,18.4322,4128.73,,
SPX Index,2022-08-24,18.524,4140.77,,
SPX Index,2022-08-25,18.7925,4199.12,,
SPX Index,2022-08-26,18.1623,4057.66,,
SPX Index,2022-08-29,18.0213,4030.61,,
SPX Index,2022-08-30,17.8224,3986.16,,
SPX Index,2022-08-31,17.6941,3955.0,,
SPX Index,2022-09-01,17.76,3966.85,,
SPX Index,2022-09-02,17.5712,3924.26,,
SPX Index,2022-09-05,17.5734,,,
SPX Index,2022-09-06,17.5043,3908.19,,
SPX Index,2022-09-07,17.8332,3979.87,,
SPX Index,2022-09-08,17.9508,4006.18,,
SPX Index,2022-09-09,18.2239,4067.36,,
SPX Index,2022-09-12,18.4194,4110.41,,
SPX Index,2022-09-13,17.6419,3932.69,,
SPX Index,2022-09-14,17.7129,3946.01,,
SPX Index,2022-09-15,17.522,3901.35,,
SPX Index,2022-09-16,17.4021,3873.33,,
SPX Index,2022-09-19,17.5157,3899.89,,
SPX Index,2022-09-20,17.3221,3855.93,,
SPX Index,2022-09-21,17.0216,3789.93,,
SPX Index,2022-09-22,16.8816,3757.99,,
SPX Index,2022-09-23,16.5934,3693.23,,
SPX Index,2022-09-26,16.4263,3655.04,,
SPX Index,2022-09-27,16.3952,3647.29,,
SPX Index,2022-09-28,16.7164,3719.04,,
SPX Index,2022-09-29,16.3712,3640.47,,
SPX Index,2022-09-30,16.1375,3585.62,,
SPX Index,2022-10-03,16.5558,3678.43,,
SPX Index,2022-10-04,17.0614,3790.93,,
SPX Index,2022-10-05,17.0309,3783.28,,
SPX Index,2022-10-06,16.8529,3744.52,,
SPX Index,2022-10-07,16.3898,3639.66,,
SPX Index,2022-10-10,16.2749,3612.39,,
SPX Index,2022-10-11,16.1853,3588.84,,
SPX Index,2022-10-12,16.1443,3577.03,,
SPX Index,2022-10-13,16.5742,3669.91,,
SPX Index,2022-10-14,16.1873,3583.07,,
SPX Index,2022-10-17,16.639,3677.95,,
SPX Index,2022-10-18,16.8409,3719.98,,
SPX Index,2022-10-19,16.7241,3695.16,,
SPX Index,2022-10-20,16.5975,3665.78,,
SPX Index,2022-10-21,17.0014,3752.75,,
SPX Index,2022-10-24,17.2077,3797.34,,
SPX Index,2022-10-25,17.4796,3859.11,,
SPX Index,2022-10-26,17.395,3830.6,,
SPX Index,2022-10-27,17.3042,3807.3,,
SPX Index,2022-10-28,17.7263,3901.06,,
SPX Index,2022-10-31,17.5999,3871.98,,
SPX Index,2022-11-01,17.5207,3856.1,,
SPX Index,2022-11-02,17.0962,3759.69,,
SPX Index,2022-11-03,16.9813,3719.89,,
SPX Index,2022-11-04,17.2199,3770.55,,
SPX Index,2022-11-07,17.4006,3806.8,,
SPX Index,2022-11-08,17.5126,3828.11,,
SPX Index,2022-11-09,17.1618,3748.57,,
SPX Index,2022-11-10,18.1218,3956.37,,
SPX Index,2022-11-11,18.2875,3992.93,,
SPX Index,2022-11-14,18.1336,3957.25,,
SPX Index,2022-11-15,18.306,3991.73,,
SPX Index,2022-11-16,18.1737,3958.79,,
SPX Index,2022-11-17,18.113,3946.56,,
SPX Index,2022-11-18,18.1902,3965.34,,
SPX Index,2022-11-21,18.1191,3949.94,,
SPX Index,2022-11-22,18.3603,4003.58,,
SPX Index,2022-11-23,18.4795,4027.26,,
SPX Index,2022-11-24,18.4797,,,
SPX Index,2022-11-25,18.4761,4026.12,,
SPX Index,2022-11-28,18.1945,3963.94,,
SPX Index,2022-11-29,18.1946,3957.63,,
SPX Index,2022-11-30,18.7549,4080.11,,
SPX Index,2022-12-01,18.7394,4076.57,,
SPX Index,2022-12-02,18.7228,4071.7,,
SPX Index,2022-12-05,18.3873,3998.84,,
SPX Index,2022-12-06,18.1213,3941.26,,
SPX Index,2022-12-07,18.0851,3933.92,,
SPX Index,2022-12-08,18.2352,3963.51,,
SPX Index,2022-12-09,18.1055,3934.38,,
SPX Index,2022-12-12,18.389,3990.56,,
SPX Index,2022-12-13,18.5226,4019.65,,
SPX Index,2022-12-14,18.4145,3995.32,,
SPX Index,2022-12-15,17.9648,3895.75,,
SPX Index,2022-12-16,17.7662,3852.36,,
SPX Index,2022-12-19,17.5444,3817.66,,
SPX Index,2022-12-20,17.5628,3821.62,,
SPX Index,2022-12-21,17.8282,3878.44,,
SPX Index,2022-12-22,17.5391,3822.39,,
SPX Index,2022-12-23,17.6419,3844.82,,
SPX Index,2022-12-26,17.6416,,,
SPX Index,2022-12-27,17.5715,3829.25,,
SPX Index,2022-12-28,17.3605,3783.22,,
SPX Index,2022-12-29,17.6635,3849.28,,
SPX Index,2022-12-30,17.6202,3839.5,,
SPX Index,2023-01-02,17.6226,,,
SPX Index,2023-01-03,17.5568,3824.14,,
SPX Index,2023-01-04,17.6977,3852.97,,
SPX Index,2023-01-05,17.5065,3808.1,,
SPX Index,2023-01-06,17.9075,3895.08,,
SPX Index,2023-01-09,17.9147,3892.09,,
SPX Index,2023-01-10,18.0363,3919.25,,
SPX Index,2023-01-11,18.2759,3969.61,,
SPX Index,2023-01-12,18.3448,3983.17,,
SPX Index,2023-01-13,18.4279,3999.09,,
SPX Index,2023-01-16,18.4295,,,
SPX Index,2023-01-17,18.3822,3990.97,,
SPX Index,2023-01-18,18.1124,3928.86,,
SPX Index,2023-01-19,17.9961,3898.85,,
SPX Index,2023-01-20,18.3238,3972.61,,
SPX Index,2023-01-23,18.546,4019.81,,
SPX Index,2023-01-24,18.5823,4016.95,,
SPX Index,2023-01-25,18.6704,4016.22,,
SPX Index,2023-01-26,18.8808,4060.43,,
SPX Index,2023-01-27,18.9361,4070.56,,
SPX Index,2023-01-30,18.6908,4017.77,,
SPX Index,2023-01-31,19.0387,4076.6,,
SPX Index,2023-02-01,19.2083,4119.21,,
NDX Index,2020-01-01,,,24.5239,
NDX Index,2020-01-02,,,24.9146,8872.22
NDX Index,2020-01-03,,,24.6925,8793.9
NDX Index,2020-01-06,,,24.8206,8848.52
NDX Index,2020-01-07,,,24.8166,8846.45
NDX Index,2020-01-08,,,25.0242,8912.37
NDX Index,2020-01-09,,,25.2068,8989.63
NDX Index,2020-01-10,,,25.1396,8966.64
NDX Index,2020-01-13,,,25.4273,9070.65
NDX Index,2020-01-14,,,25.3218,9033.42
NDX Index,2020-01-15,,,25.3372,9035.67
NDX Index,2020-01-16,,,25.5761,9125.0
NDX Index,2020-01-17,,,25.7205,9173.73
NDX Index,2020-01-20,,,25.7204,
NDX Index,2020-01-21,,,25.6877,9166.63
NDX Index,2020-01-22,,,25.7771,9188.58
NDX Index,2020-01-23,,,25.9263,9216.98
NDX Index,2020-01-24,,,25.7526,9141.47
NDX Index,2020-01-27,,,25.2111,8952.18
NDX Index,2020-01-28,,,25.4805,9090.93
NDX Index,2020-01-29,,,25.7423,9101.61
NDX Index,2020-01-30,,,26.3551,9136.09
NDX Index,2020-01-31,,,25.8393,8991.51
NDX Index,2020-02-03,,,26.8559,9126.23
NDX Index,2020-02-04,,,27.5974,9334.06
NDX Index,2020-02-05,,,27.7041,9367.48
NDX Index,2020-02-06,,,27.9509,9445.92
NDX Index,2020-02-07,,,27.8182,9401.1
NDX Index,2020-02-10,,,28.1619,9516.84
NDX Index,2020-02-11,,,28.1653,9517.86
NDX Index,2020-02-12,,,28.4482,9613.2
NDX Index,2020-02-13,,,28.5163,9595.7
NDX Index,2020-02-14,,,28.5844,9623.58
NDX Index,2020-02-17,,,28.5847,
NDX Index,2020-02-18,,,28.6086,9629.8
NDX Index,2020-02-19,,,28.8778,9718.73
NDX Index,2020-02-20,,,28.6065,9627.83
NDX Index,2020-02-21,,,28.0677,9446.69
NDX Index,2020-02-24,,,26.9785,9079.63
NDX Index,2020-02-25,,,26.2502,8834.87
NDX Index,2020-02-26,,,26.458,8873.76
NDX Index,2020-02-27,,,25.1762,8436.67
NDX Index,2020-02-28,,,25.2508,8461.83
NDX Index,2020-03-02,,,26.5227,8877.98
NDX Index,2020-03-03,,,25.6747,8594.49
NDX Index,2020-03-04,,,26.7447,8949.28
NDX Index,2020-03-05,,,25.9148,8671.66
NDX Index,2020-03-06,,,25.4926,8530.34
NDX Index,2020-03-09,,,23.7526,7948.03
NDX Index,2020-03-10,,,25.0208,8372.27
NDX Index,2020-03-11,,,23.9266,8006.12
NDX Index,2020-03-12,,,18.2479,7263.65
NDX Index,2020-03-13,,,20.1866,7995.26
NDX Index,2020-03-16,,,17.9534,7020.38
NDX Index,2020-03-17,,,19.1224,7473.95
NDX Index,2020-03-18,,,18.5501,7175.18
NDX Index,2020-03-19,,,18.9301,7288.52
NDX Index,2020-03-20,,,18.4199,6994.29
NDX Index,2020-03-23,,,18.6417,7006.92
NDX Index,2020-03-24,,,20.2511,7553.83
NDX Index,2020-03-25,,,20.12,7469.62
NDX Index,2020-03-26,,,21.3947,7897.13
NDX Index,2020-03-27,,,20.6079,7588.37
NDX Index,2020-03-30,,,21.6708,7889.01
NDX Index,2020-03-31,,,21.5286,7813.5
NDX Index,2020-04-01,,,20.7051,7486.29
NDX Index,2020-04-02,,,21.2015,7635.66
NDX Index,2020-04-03,,,20.9258,7528.11
NDX Index,2020-04-06,,,22.5573,8081.66
NDX Index,2020-04-07,,,22.6887,8049.31
NDX Index,2020-04-08,,,23.4531,8229.54
NDX Index,2020-04-09,,,23.6109,8238.53
NDX Index,2020-04-10,,,23.6109,
NDX Index,2020-04-13,,,23.9236,8332.74
NDX Index,2020-04-14,,,25.0416,8692.16
NDX Index,2020-04-15,,,24.8722,8591.96
NDX Index,2020-04-16,,,25.4344,8757.83
NDX Index,2020-04-17,,,25.6853,8832.41
NDX Index,2020-04-20,,,25.1828,8726.51
NDX Index,2020-04-21,,,24.3584,8403.0
NDX Index,2020-04-22,,,25.2534,8664.64
NDX Index,2020-04-23,,,25.1722,8641.5
NDX Index,2020-04-24,,,25.6938,8786.6
NDX Index,2020-04-27,,,25.9138,8837.66
NDX Index,2020-04-28,,,25.418,8677.6
NDX Index,2020-04-29,,,26.1629,8982.76
NDX Index,2020-04-30,,,26.2001,9000.51
NDX Index,2020-05-01,,,25.6742,8718.18
NDX Index,2020-05-04,,,26.0363,8834.11
NDX Index,2020-05-05,,,26.3615,8930.62
NDX Index,2020-05-06,,,26.4472,8984.86
NDX Index,2020-05-07,,,26.8491,9101.88
NDX Index,2020-05-08,,,27.2962,9220.35
NDX Index,2020-05-11,,,27.5675,9298.92
NDX Index,2020-05-12,,,27.0105,9112.45
NDX Index,2020-05-13,,,26.7004,9000.08
NDX Index,2020-05-14,,,26.9903,9094.43
NDX Index,2020-05-15,,,27.1489,9152.64
NDX Index,2020-05-18,,,27.6812,9331.93
NDX Index,2020-05-19,,,27.5859,9298.55
NDX Index,2020-05-20,,,28.2885,9485.02
NDX Index,2020-05-21,,,28.0763,9377.99
NDX Index,2020-05-22,,,28.1885,9413.99
NDX Index,2020-05-25,,,28.186,
NDX Index,2020-05-26,,,28.1208,9389.98
NDX Index,2020-05-27,,,28.2653,9442.05
NDX Index,2020-05-28,,,28.1447,9416.71
NDX Index,2020-05-29,,,28.5727,9555.52
NDX Index,2020-06-01,,,28.7165,9598.89
NDX Index,2020-06-02,,,28.9009,9657.31
NDX Index,2020-06-03,,,29.0336,9704.69
NDX Index,2020-06-04,,,28.9413,9629.66
NDX Index,2020-06-05,,,29.5039,9824.39
NDX Index,2020-06-08,,,29.7383,9901.52
NDX Index,2020-06-09,,,29.9396,9967.17
NDX Index,2020-06-10,,,30.3808,10094.26
NDX Index,2020-06-11,,,28.8494,9588.48
NDX Index,2020-06-12,,,29.0834,9663.77
NDX Index,2020-06-15,,,29.436,9776.89
NDX Index,2020-06-16,,,29.9588,9949.37
NDX Index,2020-06-17,,,30.0654,9982.48
NDX Index,2020-06-18,,,30.143,10012.05
NDX Index,2020-06-19,,,30.1275,10008.64
NDX Index,2020-06-22,,,30.0817,10130.33
NDX Index,2020-06-23,,,30.3158,10209.82
NDX Index,2020-06-24,,,29.6925,10002.7
NDX Index,2020-06-25,,,29.9742,10101.83
NDX Index,2020-06-26,,,29.2287,9849.36
NDX Index,2020-06-29,,,29.4925,9961.16
NDX Index,2020-06-30,,,30.0364,10156.85
NDX Index,2020-07-01,,,30.3817,10279.25
NDX Index,2020-07-02,,,30.5617,10341.89
NDX Index,2020-07-03,,,30.5739,
NDX Index,2020-07-06,,,31.3487,10604.06
NDX Index,2020-07-07,,,31.056,10524.01
NDX Index,2020-07-08,,,31.5343,10666.7
NDX Index,2020-07-09,,,31.9171,10754.59
NDX Index,2020-07-10,,,32.1775,10836.33
NDX Index,2020-07-13,,,31.4345,10602.21
NDX Index,2020-07-14,,,31.745,10689.52
NDX Index,2020-07-15,,,31.7549,10701.68
NDX Index,2020-07-16,,,31.4874,10626.46
NDX Index,2020-07-17,,,31.5451,10645.22
NDX Index,2020-07-20,,,32.5466,10952.08
NDX Index,2020-07-21,,,32.1281,10833.07
NDX Index,2020-07-22,,,32.0987,10870.75
NDX Index,2020-07-23,,,31.1516,10580.59
NDX Index,2020-07-24,,,30.8573,10483.13
NDX Index,2020-07-27,,,31.4511,10674.38
NDX Index,2020-07-28,,,30.9583,10532.5
NDX Index,2020-07-29,,,31.2825,10662.98
NDX Index,2020-07-30,,,31.1533,10715.51
NDX Index,2020-07-31,,,30.8349,10905.88
NDX Index,2020-08-03,,,31.2618,11055.08
NDX Index,2020-08-04,,,31.3463,11096.54
NDX Index,2020-08-05,,,31.4152,11125.44
NDX Index,2020-08-06,,,31.8013,11267.08
NDX Index,2020-08-07,,,31.4038,11139.39
NDX Index,2020-08-10,,,31.266,11085.17
NDX Index,2020-08-11,,,30.6856,10876.08
NDX Index,2020-08-12,,,31.5019,11157.72
NDX Index,2020-08-13,,,31.5645,11178.37
NDX Index,2020-08-14,,,31.4991,11164.45
NDX Index,2020-08-17,,,31.8242,11288.57
NDX Index,2020-08-18,,,32.1283,11399.03
NDX Index,2020-08-19,,,31.8968,11318.64
NDX Index,2020-08-20,,,32.3152,11477.05
NDX Index,2020-08-21,,,32.5368,11555.16
NDX Index,2020-08-24,,,32.8576,11626.17
NDX Index,2020-08-25,,,33.0946,11721.81
NDX Index,2020-08-26,,,33.8195,11971.94
NDX Index,2020-08-27,,,33.7007,11926.16
NDX Index,2020-08-28,,,33.8962,11995.85
NDX Index,2020-08-31,,,34.1468,12110.7
NDX Index,2020-09-01,,,34.6557,12292.86
NDX Index,2020-09-02,,,34.9951,12420.54
NDX Index,2020-09-03,,,33.3036,11771.37
NDX Index,2020-09-04,,,32.8649,11622.13
NDX Index,2020-09-07,,,32.8645,
NDX Index,2020-09-08,,,31.3075,11068.26
NDX Index,2020-09-09,,,32.237,11395.85
NDX Index,2020-09-10,,,31.5499,11154.12
NDX Index,2020-09-11,,,31.3576,11087.4
NDX Index,2020-09-14,,,31.8871,11277.76
NDX Index,2020-09-15,,,32.3596,11438.87
NDX Index,2020-09-16,,,31.811,11247.6
NDX Index,2020-09-17,,,31.3378,11080.95
NDX Index,2020-09-18,,,30.9256,10936.98
NDX Index,2020-09-21,,,31.0838,10980.22
NDX Index,2020-09-22,,,31.662,11186.37
NDX Index,2020-09-23,,,30.6587,10833.33
NDX Index,2020-09-24,,,30.7773,10896.47
NDX Index,2020-09-25,,,31.4881,11151.13
NDX Index,2020-09-28,,,32.0877,11364.45
NDX Index,2020-09-29,,,31.9857,11322.95
NDX Index,2020-09-30,,,32.2714,11418.06
NDX Index,2020-10-01,,,32.714,11583.2
NDX Index,2020-10-02,,,31.7891,11255.69
NDX Index,2020-10-05,,,32.5072,11509.06
NDX Index,2020-10-06,,,31.8808,11291.27
NDX Index,2020-10-07,,,32.4668,11503.19
NDX Index,2020-10-08,,,32.5911,11550.94
NDX Index,2020-10-09,,,33.0804,11725.85
NDX Index,2020-10-12,,,34.1446,12088.11
NDX Index,2020-10-13,,,34.1351,12083.17
NDX Index,2020-10-14,,,33.8481,11985.36
NDX Index,2020-10-15,,,33.61,11898.57
NDX Index,2020-10-16,,,33.465,11852.17
NDX Index,2020-10-19,,,32.7913,11634.35
NDX Index,2020-10-20,,,32.9065,11677.84
NDX Index,2020-10-21,,,32.8555,11665.37
NDX Index,2020-10-22,,,32.8631,11662.91
NDX Index,2020-10-23,,,32.9829,11692.57
NDX Index,2020-10-26,,,32.5665,11504.52
NDX Index,2020-10-27,,,32.6145,11598.95
NDX Index,2020-10-28,,,31.2734,11142.76
NDX Index,2020-10-29,,,31.6326,11350.74
NDX Index,2020-10-30,,,30.5735,11052.95
NDX Index,2020-11-02,,,30.6082,11084.76
NDX Index,2020-11-03,,,31.072,11279.91
NDX Index,2020-11-04,,,32.3836,11777.02
NDX Index,2020-11-05,,,33.1714,12078.07
NDX Index,2020-11-06,,,33.2341,12091.35
NDX Index,2020-11-09,,,32.532,11830.39
NDX Index,2020-11-10,,,31.9703,11624.29
NDX Index,2020-11-11,,,32.713,11892.93
NDX Index,2020-11-12,,,32.5655,11827.14
NDX Index,2020-11-13,,,32.8473,11937.84
NDX Index,2020-11-16,,,33.0527,12013.38
NDX Index,2020-11-17,,,32.9222,11977.49
NDX Index,2020-11-18,,,32.6992,11894.71
NDX Index,2020-11-19,,,32.9308,11985.43
NDX Index,2020-11-20,,,32.7094,11906.44
NDX Index,2020-11-23,,,32.6976,11905.94
NDX Index,2020-11-24,,,33.1776,12079.81
NDX Index,2020-11-25,,,33.3729,12152.22
NDX Index,2020-11-26,,,33.3723,
NDX Index,2020-11-27,,,33.6833,12258.21
NDX Index,2020-11-30,,,33.7118,12268.32
NDX Index,2020-12-01,,,34.2098,12455.33
NDX Index,2020-12-02,,,34.2196,12456.41
NDX Index,2020-12-03,,,34.2296,12467.13
NDX Index,2020-12-04,,,34.3937,12528.48
NDX Index,2020-12-07,,,34.5824,12596.47
NDX Index,2020-12-08,,,34.6708,12635.72
NDX Index,2020-12-09,,,33.936,12364.64
NDX Index,2020-12-10,,,34.0478,12401.74
NDX Index,2020-12-11,,,33.9678,12375.41
NDX Index,2020-12-14,,,34.204,12462.21
NDX Index,2020-12-15,,,34.552,12595.92
NDX Index,2020-12-16,,,34.7664,12668.16
NDX Index,2020-12-17,,,34.9964,12752.06
NDX Index,2020-12-18,,,34.9738,12738.18
NDX Index,2020-12-21,,,34.515,12690.26
NDX Index,2020-12-22,,,34.5714,12717.56
NDX Index,2020-12-23,,,34.3916,12653.14
NDX Index,2020-12-24,,,34.5495,12711.01
NDX Index,2020-12-25,,,34.5495,
NDX Index,2020-12-28,,,34.8968,12838.86
NDX Index,2020-12-29,,,34.9085,12843.49
NDX Index,2020-12-30,,,34.9114,12845.36
NDX Index,2020-12-31,,,35.0279,12888.28
NDX Index,2021-01-01,,,35.0279,
NDX Index,2021-01-04,,,34.5048,12694.66
NDX Index,2021-01-05,,,34.7921,12802.38
NDX Index,2021-01-06,,,34.3062,12623.35
NDX Index,2021-01-07,,,35.2511,12939.57
NDX Index,2021-01-08,,,35.6999,13105.2
NDX Index,2021-01-11,,,35.1153,12902.49
NDX Index,2021-01-12,,,35.0772,12892.09
NDX Index,2021-01-13,,,35.2953,12973.63
NDX Index,2021-01-14,,,35.0903,12898.69
NDX Index,2021-01-15,,,34.8459,12803.93
NDX Index,2021-01-18,,,34.8376,
NDX Index,2021-01-19,,,35.3221,12996.54
NDX Index,2021-01-20,,,36.1271,13296.45
NDX Index,2021-01-21,,,36.4146,13404.99
NDX Index,2021-01-22,,,36.2825,13366.4
NDX Index,2021-01-25,,,36.5818,13483.29
NDX Index,2021-01-26,,,36.393,13490.19
NDX Index,2021-01-27,,,35.1834,13112.65
NDX Index,2021-01-28,,,35.4463,13201.53
NDX Index,2021-01-29,,,34.6769,12925.38
NDX Index,2021-02-01,,,35.5296,13248.9
NDX Index,2021-02-02,,,37.0306,13456.12
NDX Index,2021-02-03,,,37.1335,13402.37
NDX Index,2021-02-04,,,37.6066,13560.89
NDX Index,2021-02-05,,,37.7514,13603.96
NDX Index,2021-02-08,,,37.9943,13695.02
NDX Index,2021-02-09,,,38.1789,13687.08
NDX Index,2021-02-10,,,38.1016,13655.27
NDX Index,2021-02-11,,,38.3223,13734.35
NDX Index,2021-02-12,,,38.5216,13807.7
NDX Index,2021-02-15,,,38.5215,
NDX Index,2021-02-16,,,38.4291,13773.77
NDX Index,2021-02-17,,,38.3232,13699.71
NDX Index,2021-02-18,,,38.1387,13637.51
NDX Index,2021-02-19,,,37.9813,13580.78
NDX Index,2021-02-22,,,36.988,13223.74
NDX Index,2021-02-23,,,36.9699,13194.71
NDX Index,2021-02-24,,,37.3192,13302.19
NDX Index,2021-02-25,,,36.2129,12828.31
NDX Index,2021-02-26,,,36.4314,12909.44
NDX Index,2021-03-01,,,37.494,13282.95
NDX Index,2021-03-02,,,36.8722,13059.95
NDX Index,2021-03-03,,,35.8446,12683.33
NDX Index,2021-03-04,,,35.3353,12464.0
NDX Index,2021-03-05,,,35.9151,12668.51
NDX Index,2021-03-08,,,34.8675,12299.08
NDX Index,2021-03-09,,,36.2719,12794.49
NDX Index,2021-03-10,,,36.1517,12752.07
NDX Index,2021-03-11,,,27.7673,13052.9
NDX Index,2021-03-12,,,27.5271,12937.29
NDX Index,2021-03-15,,,27.8456,13082.54
NDX Index,2021-03-16,,,27.9897,13152.28
NDX Index,2021-03-17,,,28.094,13202.38
NDX Index,2021-03-18,,,27.22,12789.14
NDX Index,2021-03-19,,,27.3759,12866.99
NDX Index,2021-03-22,,,27.8793,13086.51
