Start Date,1/2/1990,,,,,,,,,,
End Date,,,,,,,,,,,
,,,,,,,,,,,
,SPX Index,,,,,,,,,,
,Last Price,Open Price,Low Price,High Price,RSI 14 Day,RSI 30 Day,RSI 3 Day,Moving Average 200 Day,Moving Average 50 Day,Moving Average 20 Day,
Dates,PX_LAST,PX_OPEN,PX_LOW,PX_HIGH,RSI_14D,RSI_30D,RSI_3D,MOV_AVG_200D,MOV_AVG_50D,MOV_AVG_20D,
date,close,open,low,high,RSI14,RSI30,RSI3,MA200,MA50,MA20,tic
1/2/1990,359.69,353.39,351.98,359.69,66.9,66.57,#N/A N/A,331.86,344.05,349.02,SPX
1/3/1990,358.76,359.66,357.89,360.59,64.92,65.48,88.64,332.2,344.28,349.39,SPX
1/4/1990,355.67,358.74,352.89,358.76,58.72,61.98,56.59,332.52,344.49,349.69,SPX
1/5/1990,352.2,355.65,351.35,355.67,52.64,58.36,35.17,332.83,344.66,349.88,SPX
1/8/1990,353.79,352.19,350.54,354.24,54.94,59.48,48.55,333.16,344.89,350.19,SPX
1/9/1990,349.62,353.83,349.61,354.17,48.31,55.43,26.79,333.45,345.12,350.23,SPX
1/10/1990,347.31,349.6,344.32,349.62,45.06,53.35,19.52,333.73,345.37,350.17,SPX
1/11/1990,348.53,347.35,347.31,350.14,47.09,54.29,33.76,334.01,345.64,350.01,SPX
1/12/1990,339.93,348.49,339.49,348.53,36.8,47.34,11.76,334.25,345.63,349.37,SPX
1/15/1990,337,339.93,336.57,339.94,34.07,45.3,8.82,334.46,345.55,348.67,SPX
1/16/1990,340.75,336.97,333.37,340.75,40.19,48.26,38.38,334.68,345.59,348.21,SPX
1/17/1990,337.4,340.77,336.26,342.01,36.9,45.96,26.76,334.89,345.59,347.89,SPX
1/18/1990,338.19,337.39,333.98,338.38,38.18,46.58,33.84,335.1,345.7,347.68,SPX
1/19/1990,339.15,338.23,338.19,340.48,39.79,47.34,43.76,335.32,345.78,347.49,SPX
1/22/1990,330.38,339.14,330.28,339.96,31.69,41.74,14.33,335.49,345.63,346.77,SPX
1/23/1990,331.61,330.41,328.67,332.76,33.73,42.72,24.95,335.66,345.53,345.98,SPX
1/24/1990,330.26,331.51,324.17,331.71,32.58,41.92,20.72,335.82,345.35,345.16,SPX
1/25/1990,326.08,330.31,325.33,332.33,29.25,39.54,11.59,335.95,345.08,344.02,SPX
1/26/1990,325.8,326.09,321.44,328.58,29.04,39.38,11.1,336.1,344.84,342.78,SPX
1/29/1990,325.2,325.82,321.79,327.31,28.56,39.04,9.77,336.22,344.53,341.37,SPX
1/30/1990,322.98,325.11,319.83,325.73,26.79,37.79,5.87,336.33,344.18,339.53,SPX
1/31/1990,329.08,323.02,322.98,329.08,38.13,42.97,64.43,336.44,343.93,338.05,SPX
2/1/1990,328.79,329.07,327.76,329.86,37.83,42.8,61.7,336.55,343.72,336.7,SPX
2/2/1990,330.92,328.78,328.09,332.1,41.48,44.52,73.91,336.67,343.55,335.64,SPX
2/5/1990,331.85,330.91,330.45,332.16,43.04,45.26,78.42,336.78,343.34,334.54,SPX
2/6/1990,329.66,331.85,328.2,331.86,40.3,43.83,48.7,336.89,343.06,333.54,SPX
2/7/1990,333.75,329.58,326.55,333.76,47.08,47.06,75.12,337.02,342.82,332.87,SPX
2/8/1990,332.96,333.74,332,336.09,45.99,46.52,65.36,337.15,342.57,332.09,SPX
2/9/1990,333.62,333.02,332.41,334.6,47.09,47.04,70.21,337.27,342.37,331.77,SPX
2/12/1990,330.08,333.56,329.97,333.62,42.14,44.64,33.03,337.38,342.05,331.43,SPX
2/13/1990,331.02,330.09,327.92,331.61,43.83,45.4,44.69,337.49,341.66,330.94,SPX
2/14/1990,332.01,331.01,330.64,333.2,45.63,46.22,56.63,337.61,341.27,330.67,SPX
2/15/1990,334.89,331.99,331.61,335.21,50.59,48.52,77.66,337.74,340.97,330.5,SPX
2/16/1990,332.72,334.87,332.42,335.64,47.1,46.95,50.17,337.86,340.66,330.18,SPX
2/20/1990,327.99,332.62,326.26,332.72,40.54,43.76,23.25,337.97,340.26,330.06,SPX
2/21/1990,327.67,327.91,324.47,328.17,40.14,43.56,22.05,338.07,339.84,329.87,SPX
2/22/1990,325.7,327.73,325.7,330.98,37.63,42.28,14.93,338.18,339.39,329.64,SPX
2/23/1990,324.15,325.69,322.1,326.13,35.74,41.3,10.81,338.27,338.84,329.54,SPX
2/26/1990,328.67,324.15,323.98,328.67,44.5,45.15,59.59,338.38,338.35,329.69,SPX
2/27/1990,330.26,328.68,328.47,331.94,47.22,46.43,68.64,338.46,337.94,329.94,SPX
2/28/1990,331.89,330.27,330.16,333.48,49.94,47.72,76.67,338.54,337.58,330.38,SPX
3/1/1990,332.74,331.86,331.08,334.4,51.34,48.39,80.56,338.62,337.36,330.57,SPX
3/2/1990,335.54,332.72,332.72,335.54,55.75,50.55,89.35,338.72,337.22,330.9,SPX
