,date,tic,LAST_PRICE,type
9847,2019-01-17,SPX Index,2635.96,asset
9848,2019-01-18,SPX Index,2670.71,asset
9849,2019-01-22,SPX Index,2632.9,asset
9850,2019-01-23,SPX Index,2638.7,asset
9851,2019-01-24,SPX Index,2642.33,asset
9852,2019-01-25,SPX Index,2664.76,asset
9853,2019-01-28,SPX Index,2643.85,asset
9854,2019-01-29,SPX Index,2640.0,asset
9855,2019-01-30,SPX Index,2681.05,asset
9856,2019-01-31,SPX Index,2704.1,asset
9857,2019-02-01,SPX Index,2706.53,asset
9858,2019-02-04,SPX Index,2724.87,asset
9859,2019-02-05,SPX Index,2737.7,asset
9860,2019-02-06,SPX Index,2731.61,asset
9861,2019-02-07,SPX Index,2706.05,asset
9862,2019-02-08,SPX Index,2707.88,asset
9863,2019-02-11,SPX Index,2709.8,asset
9864,2019-02-12,SPX Index,2744.73,asset
9865,2019-02-13,SPX Index,2753.03,asset
9866,2019-02-14,SPX Index,2745.73,asset
9867,2019-02-15,SPX Index,2775.6,asset
9868,2019-02-19,SPX Index,2779.76,asset
9869,2019-02-20,SPX Index,2784.7,asset
9870,2019-02-21,SPX Index,2774.88,asset
9871,2019-02-22,SPX Index,2792.67,asset
9872,2019-02-25,SPX Index,2796.11,asset
9873,2019-02-26,SPX Index,2793.9,asset
9874,2019-02-27,SPX Index,2792.38,asset
9875,2019-02-28,SPX Index,2784.49,asset
9876,2019-03-01,SPX Index,2803.69,asset
9877,2019-03-04,SPX Index,2792.81,asset
9878,2019-03-05,SPX Index,2789.65,asset
9879,2019-03-06,SPX Index,2771.45,asset
9880,2019-03-07,SPX Index,2748.93,asset
9881,2019-03-08,SPX Index,2743.07,asset
9882,2019-03-11,SPX Index,2783.3,asset
9883,2019-03-12,SPX Index,2791.52,asset
9884,2019-03-13,SPX Index,2810.92,asset
9885,2019-03-14,SPX Index,2808.48,asset
9886,2019-03-15,SPX Index,2822.48,asset
9887,2019-03-18,SPX Index,2832.94,asset
9888,2019-03-19,SPX Index,2832.57,asset
9889,2019-03-20,SPX Index,2824.23,asset
9890,2019-03-21,SPX Index,2854.88,asset
9891,2019-03-22,SPX Index,2800.71,asset
9892,2019-03-25,SPX Index,2798.36,asset
9893,2019-03-26,SPX Index,2818.46,asset
9894,2019-03-27,SPX Index,2805.37,asset
9895,2019-03-28,SPX Index,2815.44,asset
9896,2019-03-29,SPX Index,2834.4,asset
9897,2019-04-01,SPX Index,2867.19,asset
9898,2019-04-02,SPX Index,2867.24,asset
9899,2019-04-03,SPX Index,2873.4,asset
9900,2019-04-04,SPX Index,2879.39,asset
9901,2019-04-05,SPX Index,2892.74,asset
9902,2019-04-08,SPX Index,2895.77,asset
9903,2019-04-09,SPX Index,2878.2,asset
9904,2019-04-10,SPX Index,2888.21,asset
9905,2019-04-11,SPX Index,2888.32,asset
9906,2019-04-12,SPX Index,2907.41,asset
9907,2019-04-15,SPX Index,2905.58,asset
9908,2019-04-16,SPX Index,2907.06,asset
9909,2019-04-17,SPX Index,2900.45,asset
9910,2019-04-18,SPX Index,2905.03,asset
9911,2019-04-22,SPX Index,2907.97,asset
9912,2019-04-23,SPX Index,2933.68,asset
9913,2019-04-24,SPX Index,2927.25,asset
9914,2019-04-25,SPX Index,2926.17,asset
9915,2019-04-26,SPX Index,2939.88,asset
9916,2019-04-29,SPX Index,2943.03,asset
9917,2019-04-30,SPX Index,2945.83,asset
9918,2019-05-01,SPX Index,2923.73,asset
9919,2019-05-02,SPX Index,2917.52,asset
9920,2019-05-03,SPX Index,2945.64,asset
9921,2019-05-06,SPX Index,2932.47,asset
9922,2019-05-07,SPX Index,2884.05,asset
9923,2019-05-08,SPX Index,2879.42,asset
9924,2019-05-09,SPX Index,2870.72,asset
9925,2019-05-10,SPX Index,2881.4,asset
9926,2019-05-13,SPX Index,2811.87,asset
9927,2019-05-14,SPX Index,2834.41,asset
9928,2019-05-15,SPX Index,2850.96,asset
9929,2019-05-16,SPX Index,2876.32,asset
9930,2019-05-17,SPX Index,2859.53,asset
9931,2019-05-20,SPX Index,2840.23,asset
9932,2019-05-21,SPX Index,2864.36,asset
9933,2019-05-22,SPX Index,2856.27,asset
9934,2019-05-23,SPX Index,2822.24,asset
9935,2019-05-24,SPX Index,2826.06,asset
9936,2019-05-28,SPX Index,2802.39,asset
9937,2019-05-29,SPX Index,2783.02,asset
9938,2019-05-30,SPX Index,2788.86,asset
9939,2019-05-31,SPX Index,2752.06,asset
9940,2019-06-03,SPX Index,2744.45,asset
9941,2019-06-04,SPX Index,2803.27,asset
9942,2019-06-05,SPX Index,2826.15,asset
9943,2019-06-06,SPX Index,2843.49,asset
9944,2019-06-07,SPX Index,2873.34,asset
9945,2019-06-10,SPX Index,2886.73,asset
9946,2019-06-11,SPX Index,2885.72,asset
9947,2019-06-12,SPX Index,2879.84,asset
9948,2019-06-13,SPX Index,2891.64,asset
9949,2019-06-14,SPX Index,2886.98,asset
9950,2019-06-17,SPX Index,2889.67,asset
9951,2019-06-18,SPX Index,2917.75,asset
9952,2019-06-19,SPX Index,2926.46,asset
9953,2019-06-20,SPX Index,2954.18,asset
9954,2019-06-21,SPX Index,2950.46,asset
9955,2019-06-24,SPX Index,2945.35,asset
9956,2019-06-25,SPX Index,2917.38,asset
9957,2019-06-26,SPX Index,2913.78,asset
9958,2019-06-27,SPX Index,2924.92,asset
9959,2019-06-28,SPX Index,2941.76,asset
9960,2019-07-01,SPX Index,2964.33,asset
9961,2019-07-02,SPX Index,2973.01,asset
9962,2019-07-03,SPX Index,2995.82,asset
9963,2019-07-05,SPX Index,2990.41,asset
9964,2019-07-08,SPX Index,2975.95,asset
9965,2019-07-09,SPX Index,2979.63,asset
9966,2019-07-10,SPX Index,2993.07,asset
9967,2019-07-11,SPX Index,2999.91,asset
9968,2019-07-12,SPX Index,3013.77,asset
9969,2019-07-15,SPX Index,3014.3,asset
9970,2019-07-16,SPX Index,3004.04,asset
9971,2019-07-17,SPX Index,2984.42,asset
9972,2019-07-18,SPX Index,2995.11,asset
9973,2019-07-19,SPX Index,2976.61,asset
9974,2019-07-22,SPX Index,2985.03,asset
9975,2019-07-23,SPX Index,3005.47,asset
9976,2019-07-24,SPX Index,3019.56,asset
9977,2019-07-25,SPX Index,3003.67,asset
9978,2019-07-26,SPX Index,3025.86,asset
9979,2019-07-29,SPX Index,3020.97,asset
9980,2019-07-30,SPX Index,3013.18,asset
9981,2019-07-31,SPX Index,2980.38,asset
9982,2019-08-01,SPX Index,2953.56,asset
9983,2019-08-02,SPX Index,2932.05,asset
9984,2019-08-05,SPX Index,2844.74,asset
9985,2019-08-06,SPX Index,2881.77,asset
9986,2019-08-07,SPX Index,2883.98,asset
9987,2019-08-08,SPX Index,2938.09,asset
9988,2019-08-09,SPX Index,2918.65,asset
9989,2019-08-12,SPX Index,2883.75,asset
9990,2019-08-13,SPX Index,2926.32,asset
9991,2019-08-14,SPX Index,2840.6,asset
9992,2019-08-15,SPX Index,2847.6,asset
9993,2019-08-16,SPX Index,2888.68,asset
9994,2019-08-19,SPX Index,2923.65,asset
9995,2019-08-20,SPX Index,2900.51,asset
9996,2019-08-21,SPX Index,2924.43,asset
9997,2019-08-22,SPX Index,2922.95,asset
9998,2019-08-23,SPX Index,2847.11,asset
9999,2019-08-26,SPX Index,2878.38,asset
10000,2019-08-27,SPX Index,2869.16,asset
10001,2019-08-28,SPX Index,2887.94,asset
10002,2019-08-29,SPX Index,2924.58,asset
10003,2019-08-30,SPX Index,2926.46,asset
10004,2019-09-03,SPX Index,2906.27,asset
10005,2019-09-04,SPX Index,2937.78,asset
10006,2019-09-05,SPX Index,2976.0,asset
10007,2019-09-06,SPX Index,2978.71,asset
10008,2019-09-09,SPX Index,2978.43,asset
10009,2019-09-10,SPX Index,2979.39,asset
10010,2019-09-11,SPX Index,3000.93,asset
10011,2019-09-12,SPX Index,3009.57,asset
10012,2019-09-13,SPX Index,3007.39,asset
10013,2019-09-16,SPX Index,2997.96,asset
10014,2019-09-17,SPX Index,3005.7,asset
10015,2019-09-18,SPX Index,3006.73,asset
10016,2019-09-19,SPX Index,3006.79,asset
10017,2019-09-20,SPX Index,2992.07,asset
10018,2019-09-23,SPX Index,2991.78,asset
10019,2019-09-24,SPX Index,2966.6,asset
10020,2019-09-25,SPX Index,2984.87,asset
10021,2019-09-26,SPX Index,2977.62,asset
10022,2019-09-27,SPX Index,2961.79,asset
10023,2019-09-30,SPX Index,2976.74,asset
10024,2019-10-01,SPX Index,2940.25,asset
10025,2019-10-02,SPX Index,2887.61,asset
10026,2019-10-03,SPX Index,2910.63,asset
10027,2019-10-04,SPX Index,2952.01,asset
10028,2019-10-07,SPX Index,2938.79,asset
10029,2019-10-08,SPX Index,2893.06,asset
10030,2019-10-09,SPX Index,2919.4,asset
10031,2019-10-10,SPX Index,2938.13,asset
10032,2019-10-11,SPX Index,2970.27,asset
10033,2019-10-14,SPX Index,2966.15,asset
10034,2019-10-15,SPX Index,2995.68,asset
10035,2019-10-16,SPX Index,2989.69,asset
10036,2019-10-17,SPX Index,2997.95,asset
10037,2019-10-18,SPX Index,2986.2,asset
10038,2019-10-21,SPX Index,3006.72,asset
10039,2019-10-22,SPX Index,2995.99,asset
10040,2019-10-23,SPX Index,3004.52,asset
10041,2019-10-24,SPX Index,3010.29,asset
10042,2019-10-25,SPX Index,3022.55,asset
10043,2019-10-28,SPX Index,3039.42,asset
10044,2019-10-29,SPX Index,3036.89,asset
10045,2019-10-30,SPX Index,3046.77,asset
10046,2019-10-31,SPX Index,3037.56,asset
10047,2019-11-01,SPX Index,3066.91,asset
10048,2019-11-04,SPX Index,3078.27,asset
10049,2019-11-05,SPX Index,3074.62,asset
10050,2019-11-06,SPX Index,3076.78,asset
10051,2019-11-07,SPX Index,3085.18,asset
10052,2019-11-08,SPX Index,3093.08,asset
10053,2019-11-11,SPX Index,3087.01,asset
10054,2019-11-12,SPX Index,3091.84,asset
10055,2019-11-13,SPX Index,3094.04,asset
10056,2019-11-14,SPX Index,3096.63,asset
10057,2019-11-15,SPX Index,3120.46,asset
10058,2019-11-18,SPX Index,3122.03,asset
10059,2019-11-19,SPX Index,3120.18,asset
10060,2019-11-20,SPX Index,3108.46,asset
10061,2019-11-21,SPX Index,3103.54,asset
10062,2019-11-22,SPX Index,3110.29,asset
10063,2019-11-25,SPX Index,3133.64,asset
10064,2019-11-26,SPX Index,3140.52,asset
10065,2019-11-27,SPX Index,3153.63,asset
10066,2019-11-29,SPX Index,3140.98,asset
10067,2019-12-02,SPX Index,3113.87,asset
10068,2019-12-03,SPX Index,3093.2,asset
10069,2019-12-04,SPX Index,3112.76,asset
10070,2019-12-05,SPX Index,3117.43,asset
10071,2019-12-06,SPX Index,3145.91,asset
10072,2019-12-09,SPX Index,3135.96,asset
10073,2019-12-10,SPX Index,3132.52,asset
10074,2019-12-11,SPX Index,3141.63,asset
10075,2019-12-12,SPX Index,3168.57,asset
10076,2019-12-13,SPX Index,3168.8,asset
10077,2019-12-16,SPX Index,3191.45,asset
10078,2019-12-17,SPX Index,3192.52,asset
10079,2019-12-18,SPX Index,3191.14,asset
10080,2019-12-19,SPX Index,3205.37,asset
10081,2019-12-20,SPX Index,3221.22,asset
10082,2019-12-23,SPX Index,3224.01,asset
10083,2019-12-24,SPX Index,3223.38,asset
10084,2019-12-26,SPX Index,3239.91,asset
10085,2019-12-27,SPX Index,3240.02,asset
10086,2019-12-30,SPX Index,3221.29,asset
10087,2019-12-31,SPX Index,3230.78,asset
10088,2020-01-02,SPX Index,3257.85,asset
10089,2020-01-03,SPX Index,3234.85,asset
10090,2020-01-06,SPX Index,3246.28,asset
10091,2020-01-07,SPX Index,3237.18,asset
10092,2020-01-08,SPX Index,3253.05,asset
10093,2020-01-09,SPX Index,3274.7,asset
10094,2020-01-10,SPX Index,3265.35,asset
10095,2020-01-13,SPX Index,3288.13,asset
10096,2020-01-14,SPX Index,3283.15,asset
10097,2020-01-15,SPX Index,3289.29,asset
10098,2020-01-16,SPX Index,3316.81,asset
10099,2020-01-17,SPX Index,3329.62,asset
10100,2020-01-21,SPX Index,3320.79,asset
10101,2020-01-22,SPX Index,3321.75,asset
10102,2020-01-23,SPX Index,3325.54,asset
10103,2020-01-24,SPX Index,3295.47,asset
10104,2020-01-27,SPX Index,3243.63,asset
10105,2020-01-28,SPX Index,3276.24,asset
10106,2020-01-29,SPX Index,3273.4,asset
10107,2020-01-30,SPX Index,3283.66,asset
10108,2020-01-31,SPX Index,3225.52,asset
10109,2020-02-03,SPX Index,3248.92,asset
10110,2020-02-04,SPX Index,3297.59,asset
10111,2020-02-05,SPX Index,3334.69,asset
10112,2020-02-06,SPX Index,3345.78,asset
10113,2020-02-07,SPX Index,3327.71,asset
10114,2020-02-10,SPX Index,3352.09,asset
10115,2020-02-11,SPX Index,3357.75,asset
10116,2020-02-12,SPX Index,3379.45,asset
10117,2020-02-13,SPX Index,3373.94,asset
10118,2020-02-14,SPX Index,3380.16,asset
10119,2020-02-18,SPX Index,3370.29,asset
10120,2020-02-19,SPX Index,3386.15,asset
10121,2020-02-20,SPX Index,3373.23,asset
10122,2020-02-21,SPX Index,3337.75,asset
10123,2020-02-24,SPX Index,3225.89,asset
10124,2020-02-25,SPX Index,3128.21,asset
10125,2020-02-26,SPX Index,3116.39,asset
10126,2020-02-27,SPX Index,2978.76,asset
10127,2020-02-28,SPX Index,2954.22,asset
10128,2020-03-02,SPX Index,3090.23,asset
10129,2020-03-03,SPX Index,3003.37,asset
10130,2020-03-04,SPX Index,3130.12,asset
10131,2020-03-05,SPX Index,3023.94,asset
10132,2020-03-06,SPX Index,2972.37,asset
10133,2020-03-09,SPX Index,2746.56,asset
10134,2020-03-10,SPX Index,2882.23,asset
10135,2020-03-11,SPX Index,2741.38,asset
10136,2020-03-12,SPX Index,2480.64,asset
10137,2020-03-13,SPX Index,2711.02,asset
10138,2020-03-16,SPX Index,2386.13,asset
10139,2020-03-17,SPX Index,2529.19,asset
10140,2020-03-18,SPX Index,2398.1,asset
10141,2020-03-19,SPX Index,2409.39,asset
10142,2020-03-20,SPX Index,2304.92,asset
10143,2020-03-23,SPX Index,2237.4,asset
10144,2020-03-24,SPX Index,2447.33,asset
10145,2020-03-25,SPX Index,2475.56,asset
10146,2020-03-26,SPX Index,2630.07,asset
10147,2020-03-27,SPX Index,2541.47,asset
10148,2020-03-30,SPX Index,2626.65,asset
10149,2020-03-31,SPX Index,2584.59,asset
10150,2020-04-01,SPX Index,2470.5,asset
10151,2020-04-02,SPX Index,2526.9,asset
10152,2020-04-03,SPX Index,2488.65,asset
10153,2020-04-06,SPX Index,2663.68,asset
10154,2020-04-07,SPX Index,2659.41,asset
10155,2020-04-08,SPX Index,2749.98,asset
10156,2020-04-09,SPX Index,2789.82,asset
10157,2020-04-13,SPX Index,2761.63,asset
10158,2020-04-14,SPX Index,2846.06,asset
10159,2020-04-15,SPX Index,2783.36,asset
10160,2020-04-16,SPX Index,2799.55,asset
10161,2020-04-17,SPX Index,2874.56,asset
10162,2020-04-20,SPX Index,2823.16,asset
10163,2020-04-21,SPX Index,2736.56,asset
10164,2020-04-22,SPX Index,2799.31,asset
10165,2020-04-23,SPX Index,2797.8,asset
10166,2020-04-24,SPX Index,2836.74,asset
10167,2020-04-27,SPX Index,2878.48,asset
10168,2020-04-28,SPX Index,2863.39,asset
10169,2020-04-29,SPX Index,2939.51,asset
10170,2020-04-30,SPX Index,2912.43,asset
10171,2020-05-01,SPX Index,2830.71,asset
10172,2020-05-04,SPX Index,2842.74,asset
10173,2020-05-05,SPX Index,2868.44,asset
10174,2020-05-06,SPX Index,2848.42,asset
10175,2020-05-07,SPX Index,2881.19,asset
10176,2020-05-08,SPX Index,2929.8,asset
10177,2020-05-11,SPX Index,2930.32,asset
10178,2020-05-12,SPX Index,2870.12,asset
10179,2020-05-13,SPX Index,2820.0,asset
10180,2020-05-14,SPX Index,2852.5,asset
10181,2020-05-15,SPX Index,2863.7,asset
10182,2020-05-18,SPX Index,2953.91,asset
10183,2020-05-19,SPX Index,2922.94,asset
10184,2020-05-20,SPX Index,2971.61,asset
10185,2020-05-21,SPX Index,2948.51,asset
10186,2020-05-22,SPX Index,2955.45,asset
10187,2020-05-26,SPX Index,2991.77,asset
10188,2020-05-27,SPX Index,3036.13,asset
10189,2020-05-28,SPX Index,3029.73,asset
10190,2020-05-29,SPX Index,3044.31,asset
10191,2020-06-01,SPX Index,3055.73,asset
10192,2020-06-02,SPX Index,3080.82,asset
10193,2020-06-03,SPX Index,3122.87,asset
10194,2020-06-04,SPX Index,3112.35,asset
10195,2020-06-05,SPX Index,3193.93,asset
10196,2020-06-08,SPX Index,3232.39,asset
10197,2020-06-09,SPX Index,3207.18,asset
10198,2020-06-10,SPX Index,3190.14,asset
10199,2020-06-11,SPX Index,3002.1,asset
10200,2020-06-12,SPX Index,3041.31,asset
10201,2020-06-15,SPX Index,3066.59,asset
10202,2020-06-16,SPX Index,3124.74,asset
10203,2020-06-17,SPX Index,3113.49,asset
10204,2020-06-18,SPX Index,3115.34,asset
10205,2020-06-19,SPX Index,3097.74,asset
10206,2020-06-22,SPX Index,3117.86,asset
10207,2020-06-23,SPX Index,3131.29,asset
10208,2020-06-24,SPX Index,3050.33,asset
10209,2020-06-25,SPX Index,3083.76,asset
10210,2020-06-26,SPX Index,3009.05,asset
10211,2020-06-29,SPX Index,3053.24,asset
10212,2020-06-30,SPX Index,3100.29,asset
10213,2020-07-01,SPX Index,3115.86,asset
10214,2020-07-02,SPX Index,3130.01,asset
10215,2020-07-06,SPX Index,3179.72,asset
10216,2020-07-07,SPX Index,3145.32,asset
10217,2020-07-08,SPX Index,3169.94,asset
10218,2020-07-09,SPX Index,3152.05,asset
10219,2020-07-10,SPX Index,3185.04,asset
10220,2020-07-13,SPX Index,3155.22,asset
10221,2020-07-14,SPX Index,3197.52,asset
10222,2020-07-15,SPX Index,3226.56,asset
10223,2020-07-16,SPX Index,3215.57,asset
10224,2020-07-17,SPX Index,3224.73,asset
10225,2020-07-20,SPX Index,3251.84,asset
10226,2020-07-21,SPX Index,3257.3,asset
10227,2020-07-22,SPX Index,3276.02,asset
10228,2020-07-23,SPX Index,3235.66,asset
10229,2020-07-24,SPX Index,3215.63,asset
10230,2020-07-27,SPX Index,3239.41,asset
10231,2020-07-28,SPX Index,3218.44,asset
10232,2020-07-29,SPX Index,3258.44,asset
10233,2020-07-30,SPX Index,3246.22,asset
10234,2020-07-31,SPX Index,3271.12,asset
10235,2020-08-03,SPX Index,3294.61,asset
10236,2020-08-04,SPX Index,3306.51,asset
10237,2020-08-05,SPX Index,3327.77,asset
10238,2020-08-06,SPX Index,3349.16,asset
10239,2020-08-07,SPX Index,3351.28,asset
10240,2020-08-10,SPX Index,3360.47,asset
10241,2020-08-11,SPX Index,3333.69,asset
10242,2020-08-12,SPX Index,3380.35,asset
10243,2020-08-13,SPX Index,3373.43,asset
10244,2020-08-14,SPX Index,3372.85,asset
10245,2020-08-17,SPX Index,3381.99,asset
10246,2020-08-18,SPX Index,3389.78,asset
10247,2020-08-19,SPX Index,3374.85,asset
10248,2020-08-20,SPX Index,3385.51,asset
10249,2020-08-21,SPX Index,3397.16,asset
10250,2020-08-24,SPX Index,3431.28,asset
10251,2020-08-25,SPX Index,3443.62,asset
10252,2020-08-26,SPX Index,3478.73,asset
10253,2020-08-27,SPX Index,3484.55,asset
10254,2020-08-28,SPX Index,3508.01,asset
10255,2020-08-31,SPX Index,3500.31,asset
10256,2020-09-01,SPX Index,3526.65,asset
10257,2020-09-02,SPX Index,3580.84,asset
10258,2020-09-03,SPX Index,3455.06,asset
10259,2020-09-04,SPX Index,3426.96,asset
10260,2020-09-08,SPX Index,3331.84,asset
10261,2020-09-09,SPX Index,3398.96,asset
10262,2020-09-10,SPX Index,3339.19,asset
10263,2020-09-11,SPX Index,3340.97,asset
10264,2020-09-14,SPX Index,3383.54,asset
10265,2020-09-15,SPX Index,3401.2,asset
10266,2020-09-16,SPX Index,3385.49,asset
10267,2020-09-17,SPX Index,3357.01,asset
10268,2020-09-18,SPX Index,3319.47,asset
10269,2020-09-21,SPX Index,3281.06,asset
10270,2020-09-22,SPX Index,3315.57,asset
10271,2020-09-23,SPX Index,3236.92,asset
10272,2020-09-24,SPX Index,3246.59,asset
10273,2020-09-25,SPX Index,3298.46,asset
10274,2020-09-28,SPX Index,3351.6,asset
10275,2020-09-29,SPX Index,3335.47,asset
10276,2020-09-30,SPX Index,3363.0,asset
10277,2020-10-01,SPX Index,3380.8,asset
10278,2020-10-02,SPX Index,3348.44,asset
10279,2020-10-05,SPX Index,3408.63,asset
10280,2020-10-06,SPX Index,3360.95,asset
10281,2020-10-07,SPX Index,3419.45,asset
10282,2020-10-08,SPX Index,3446.83,asset
10283,2020-10-09,SPX Index,3477.13,asset
10284,2020-10-12,SPX Index,3534.22,asset
10285,2020-10-13,SPX Index,3511.93,asset
10286,2020-10-14,SPX Index,3488.67,asset
10287,2020-10-15,SPX Index,3483.34,asset
10288,2020-10-16,SPX Index,3483.81,asset
10289,2020-10-19,SPX Index,3426.92,asset
10290,2020-10-20,SPX Index,3443.12,asset
10291,2020-10-21,SPX Index,3435.56,asset
10292,2020-10-22,SPX Index,3453.49,asset
10293,2020-10-23,SPX Index,3465.39,asset
10294,2020-10-26,SPX Index,3400.97,asset
10295,2020-10-27,SPX Index,3390.68,asset
10296,2020-10-28,SPX Index,3271.03,asset
10297,2020-10-29,SPX Index,3310.11,asset
10298,2020-10-30,SPX Index,3269.96,asset
10299,2020-11-02,SPX Index,3310.24,asset
10300,2020-11-03,SPX Index,3369.16,asset
10301,2020-11-04,SPX Index,3443.44,asset
10302,2020-11-05,SPX Index,3510.45,asset
10303,2020-11-06,SPX Index,3509.44,asset
10304,2020-11-09,SPX Index,3550.5,asset
10305,2020-11-10,SPX Index,3545.53,asset
10306,2020-11-11,SPX Index,3572.66,asset
10307,2020-11-12,SPX Index,3537.01,asset
10308,2020-11-13,SPX Index,3585.15,asset
10309,2020-11-16,SPX Index,3626.91,asset
10310,2020-11-17,SPX Index,3609.53,asset
10311,2020-11-18,SPX Index,3567.79,asset
10312,2020-11-19,SPX Index,3581.87,asset
10313,2020-11-20,SPX Index,3557.54,asset
10314,2020-11-23,SPX Index,3577.59,asset
10315,2020-11-24,SPX Index,3635.41,asset
10316,2020-11-25,SPX Index,3629.65,asset
10317,2020-11-27,SPX Index,3638.35,asset
10318,2020-11-30,SPX Index,3621.63,asset
10319,2020-12-01,SPX Index,3662.45,asset
10320,2020-12-02,SPX Index,3669.01,asset
10321,2020-12-03,SPX Index,3666.72,asset
10322,2020-12-04,SPX Index,3699.12,asset
10323,2020-12-07,SPX Index,3691.96,asset
10324,2020-12-08,SPX Index,3702.25,asset
10325,2020-12-09,SPX Index,3672.82,asset
10326,2020-12-10,SPX Index,3668.1,asset
10327,2020-12-11,SPX Index,3663.46,asset
10328,2020-12-14,SPX Index,3647.49,asset
10329,2020-12-15,SPX Index,3694.62,asset
10330,2020-12-16,SPX Index,3701.17,asset
10331,2020-12-17,SPX Index,3722.48,asset
10332,2020-12-18,SPX Index,3709.41,asset
10333,2020-12-21,SPX Index,3694.92,asset
10334,2020-12-22,SPX Index,3687.26,asset
10335,2020-12-23,SPX Index,3690.01,asset
10336,2020-12-24,SPX Index,3703.06,asset
10337,2020-12-28,SPX Index,3735.36,asset
10338,2020-12-29,SPX Index,3727.04,asset
10339,2020-12-30,SPX Index,3732.04,asset
10340,2020-12-31,SPX Index,3756.07,asset
10341,2021-01-04,SPX Index,3700.65,asset
10342,2021-01-05,SPX Index,3726.86,asset
10343,2021-01-06,SPX Index,3748.14,asset
10344,2021-01-07,SPX Index,3803.79,asset
10345,2021-01-08,SPX Index,3824.68,asset
10346,2021-01-11,SPX Index,3799.61,asset
10347,2021-01-12,SPX Index,3801.19,asset
10348,2021-01-13,SPX Index,3809.84,asset
10349,2021-01-14,SPX Index,3795.54,asset
10350,2021-01-15,SPX Index,3768.25,asset
10351,2021-01-19,SPX Index,3798.91,asset
10352,2021-01-20,SPX Index,3851.85,asset
10353,2021-01-21,SPX Index,3853.07,asset
10354,2021-01-22,SPX Index,3841.47,asset
10355,2021-01-25,SPX Index,3855.36,asset
10356,2021-01-26,SPX Index,3849.62,asset
10357,2021-01-27,SPX Index,3750.77,asset
10358,2021-01-28,SPX Index,3787.38,asset
10359,2021-01-29,SPX Index,3714.24,asset
10360,2021-02-01,SPX Index,3773.86,asset
10361,2021-02-02,SPX Index,3826.31,asset
10362,2021-02-03,SPX Index,3830.17,asset
10363,2021-02-04,SPX Index,3871.74,asset
10364,2021-02-05,SPX Index,3886.83,asset
10365,2021-02-08,SPX Index,3915.59,asset
10366,2021-02-09,SPX Index,3911.23,asset
10367,2021-02-10,SPX Index,3909.88,asset
10368,2021-02-11,SPX Index,3916.38,asset
10369,2021-02-12,SPX Index,3934.83,asset
10370,2021-02-16,SPX Index,3932.59,asset
10371,2021-02-17,SPX Index,3931.33,asset
10372,2021-02-18,SPX Index,3913.97,asset
10373,2021-02-19,SPX Index,3906.71,asset
10374,2021-02-22,SPX Index,3876.5,asset
10375,2021-02-23,SPX Index,3881.37,asset
10376,2021-02-24,SPX Index,3925.43,asset
10377,2021-02-25,SPX Index,3829.34,asset
10378,2021-02-26,SPX Index,3811.15,asset
10379,2021-03-01,SPX Index,3901.82,asset
10380,2021-03-02,SPX Index,3870.29,asset
10381,2021-03-03,SPX Index,3819.72,asset
10382,2021-03-04,SPX Index,3768.47,asset
10383,2021-03-05,SPX Index,3841.94,asset
10384,2021-03-08,SPX Index,3821.35,asset
10385,2021-03-09,SPX Index,3875.44,asset
10386,2021-03-10,SPX Index,3898.81,asset
10387,2021-03-11,SPX Index,3939.34,asset
10388,2021-03-12,SPX Index,3943.34,asset
10389,2021-03-15,SPX Index,3968.94,asset
10390,2021-03-16,SPX Index,3962.71,asset
10391,2021-03-17,SPX Index,3974.12,asset
10392,2021-03-18,SPX Index,3915.46,asset
10393,2021-03-19,SPX Index,3913.1,asset
10394,2021-03-22,SPX Index,3940.59,asset
10395,2021-03-23,SPX Index,3910.52,asset
10396,2021-03-24,SPX Index,3889.14,asset
10397,2021-03-25,SPX Index,3909.52,asset
10398,2021-03-26,SPX Index,3974.54,asset
10399,2021-03-29,SPX Index,3971.09,asset
10400,2021-03-30,SPX Index,3958.55,asset
10401,2021-03-31,SPX Index,3972.89,asset
10402,2021-04-01,SPX Index,4019.87,asset
10403,2021-04-05,SPX Index,4077.91,asset
10404,2021-04-06,SPX Index,4073.94,asset
10405,2021-04-07,SPX Index,4079.95,asset
10406,2021-04-08,SPX Index,4097.17,asset
10407,2021-04-09,SPX Index,4128.8,asset
10408,2021-04-12,SPX Index,4127.99,asset
10409,2021-04-13,SPX Index,4141.59,asset
10410,2021-04-14,SPX Index,4124.66,asset
10411,2021-04-15,SPX Index,4170.42,asset
10412,2021-04-16,SPX Index,4185.47,asset
10413,2021-04-19,SPX Index,4163.26,asset
10414,2021-04-20,SPX Index,4134.94,asset
10415,2021-04-21,SPX Index,4173.42,asset
10416,2021-04-22,SPX Index,4134.98,asset
10417,2021-04-23,SPX Index,4180.17,asset
10418,2021-04-26,SPX Index,4187.62,asset
10419,2021-04-27,SPX Index,4186.72,asset
10420,2021-04-28,SPX Index,4183.18,asset
10421,2021-04-29,SPX Index,4211.47,asset
10422,2021-04-30,SPX Index,4181.17,asset
10423,2021-05-03,SPX Index,4192.66,asset
10424,2021-05-04,SPX Index,4164.66,asset
10425,2021-05-05,SPX Index,4167.59,asset
10426,2021-05-06,SPX Index,4201.62,asset
10427,2021-05-07,SPX Index,4232.6,asset
10428,2021-05-10,SPX Index,4188.43,asset
