growth_tic
CXAI US Equity
PRST US Equity
SOUN US Equity
AI US Equity
BBAI US Equity
INOD US Equity
APPS US Equity
IONQ US Equity
RMNI US Equity
LPSN US Equity
PI US Equity
VERI US Equity
ATOM US Equity
AEHR US Equity
PL US Equity
CRCT US Equity
NVTS US Equity
SHCR US Equity
SMCI US Equity
EBIX US Equity
EXFY US Equity
MXL US Equity
U US Equity
MSTR US Equity
VLD US Equity
NN US Equity
ZI US Equity
YEXT US Equity
SDGR US Equity
NET US Equity
PLTR US Equity
DMRC US Equity
INTT US Equity
ALHC US Equity
WEAV US Equity
ACMR US Equity
AGS US Equity
INTA US Equity
DARK LN Equity
MDB US Equity
MRVL US Equity
SITM US Equity
GDYN US Equity
EGHT US Equity
SNOW US Equity
DOMO US Equity
FSLY US Equity
ZS US Equity
SKYT US Equity
PATH US Equity
BIGC US Equity
TWLO US Equity
MLNK US Equity
EPAM US Equity
SEMR US Equity
TEAM US Equity
MNDY US Equity
TWKS US Equity
RBLX US Equity
SPT US Equity
DUOL US Equity
BILL US Equity
HCAT US Equity
RMBS US Equity
ZUO US Equity
BRZE US Equity
MPWR US Equity
ASAN US Equity
OLO US Equity
AVID US Equity
SMAR US Equity
TENB US Equity
TEP FP Equity
DDOG US Equity
AMSWA US Equity
DOCN US Equity
VMEO US Equity
BAND US Equity
FRSH US Equity
DH US Equity
KLTR US Equity
ZBRA US Equity
3888 HK Equity
